query_id,Query,Dataset,Failure Type,Doc in Top-5
q_84179c2be90481f1,kratom definition,ms_marco,Ranking Error,1
q_e4c1e1c46b59ee7e,where do auroras occur,ms_marco,Ranking Error,1
q_76c356617fc60ee0,what is nrf2 activator,ms_marco,Ranking Error,1
q_1b4cc5fcdae6edf5,what is bilirubin function,ms_marco,Ranking Error,1
q_4244f617e8854943,can a pinched nerve feel like a heart attack,ms_marco,Ranking Error,1
q_83e0c62961beb313,how long are avocados good for,ms_marco,Ranking Error,1
q_f8e17a33edc13703,what kind of landform is toronto,ms_marco,Semantic Miss,0
q_d79c852505bec8e6,what is medical center,ms_marco,Ranking Error,1
q_0f4c08eae8680d5b,how long does an mri take for your back,ms_marco,Semantic Miss,0
q_be2439dadbdee18e,what is the origin of the name quirino,ms_marco,Ranking Error,1
q_a373c8c8690b434a,benign tumor of mesenchymal origin,ms_marco,Semantic Miss,0
q_e82c39156ef91717,barite is in what mineral group,ms_marco,Ranking Error,1
q_d903d68e22b3a61d,what phase of the cell cycle is the genome replicated,ms_marco,Ranking Error,1
q_e309f69d44076c07,body temperature range,ms_marco,Ranking Error,1
q_51c536609784ac43,how to restore data from another database in mysql,ms_marco,Ranking Error,1
q_85d3c62d7b6a1072,what movement does the cerebrum control,ms_marco,Ranking Error,1
q_f8afd967f8acf070,what is geoengineering chemtrails,ms_marco,Ranking Error,1
q_fd843d1b18eee83e,what Pokémon is a moth,ms_marco,Ranking Error,1
q_8352468c38d1071d,average temp of a taiga,ms_marco,Ranking Error,1
q_980ca4213e33adae,what is made at the lhc,ms_marco,Ranking Error,1
q_004a53be2dfe0601,oldest president to be elected,ms_marco,Ranking Error,1
q_ef8fbf2bde3ebf3c,neonatal nurse salary how much will they make,ms_marco,Ranking Error,1
q_c158585671f769f2,all of the hobbit movies,ms_marco,Semantic Miss,0
q_b481efdf8a55a0de,Motor neurons are considered to be what type of neurons,ms_marco,Ranking Error,1
q_6388439723f2d401,Chewing insects such as dragonflies and grasshoppers have how many sets of jaws?,sciq,Semantic Miss,0
q_3064d661094964be,can you hatch quails in an incubator,ms_marco,Ranking Error,1
q_cdb3ae19f91e9367,When does a baby double in length and triple in weight?,sciq,Ranking Error,1
q_a827e03c2f818feb,Init client,code_search_net,Ranking Error,1
q_9f4478c4745f56ec,where do palm trees originate,ms_marco,Semantic Miss,0
q_093c7670b6143235,worst types of brain damage,ms_marco,Semantic Miss,0
q_b901e4717817bfe1,who sang the disco song Take me to a higher place,ms_marco,Ranking Error,1
q_51fb117a72ff594b,what is craic mean,ms_marco,Ranking Error,1
q_01f7831e5f859864,delusions definition schizophrenia,ms_marco,Semantic Miss,0
q_af2f828befeb1948,when was robert gould shaw born,ms_marco,Ranking Error,1
q_039e5fb174ce8b7f,constricts blood vessels definition,ms_marco,Ranking Error,1
q_13de3558b9bb06a2,what is bundesliga,ms_marco,Ranking Error,1
q_c1d9f960acf219ea,how much can i expect to pay for carpet?,ms_marco,Ranking Error,1
q_16049476f2bffa2e,average price for boat detailing,ms_marco,Ranking Error,1
q_cfda6ea3c127d030,how much is m&s prosecco,ms_marco,Ranking Error,1
q_dfda5ff4ee3f6d71,how long does an occupational therapist go to school,ms_marco,Ranking Error,1
q_6bf786c5f1ecf95f,what is the meaning of election,ms_marco,Ranking Error,1
q_a042ba4f2287a776,Who actually won the prize?,squad,Ranking Error,1
q_12e9e63ef965132d,cholera infantum definition,ms_marco,Ranking Error,1
q_b7ec7ad12e6e02f9,what are zooxanthellae,ms_marco,Ranking Error,1
q_1e49fdf2f391ca4c,what is the average cost to have a tree removed,ms_marco,Ranking Error,1
q_e79094188531cf04,what is the average cost of a full time nanny,ms_marco,Ranking Error,1
q_61b86a979b596091,What type of mammals are humans?,sciq,Ranking Error,1
q_6114045eb53c2181,who did belgium give power over in,ms_marco,Semantic Miss,0
q_fdc374e0791a3930,what is normal GFR level for person with one kidney,ms_marco,Ranking Error,1
q_0ea3789308fea439,merchant fees definition,ms_marco,Ranking Error,1
q_5257ea09d4734dcb,what is spinosad,ms_marco,Ranking Error,1
q_0caf0c1c253736c5,goosebumps the werewolf of fever swamp,ms_marco,Ranking Error,1
q_d0f2661af12d6fed,how much does a curriculum director make,ms_marco,Ranking Error,1
q_458393047ccbeb61,where do catfish live in ponds,ms_marco,Semantic Miss,0
q_f56aa25fc8c3df85,where did sacagawea grow up,ms_marco,Ranking Error,1
q_59d50063d8967760,how long does an irs audit take,ms_marco,Semantic Miss,0
q_c40003306d59efcf,how long to charge camera battery,ms_marco,Ranking Error,1
q_fe65afb8224f4df9,don bradman where was he born,ms_marco,Ranking Error,1
q_2454359fcd40c88f,what's the average cost for a crown,ms_marco,Ranking Error,1
q_7f3b7554bc47e509,what is adobo chicken,ms_marco,Ranking Error,1
q_55f3695607c7f58c,what is hydroquinone,ms_marco,Ranking Error,1
q_2b3e9bb2d7322b69,angiosperms use what type of respiration,ms_marco,Semantic Miss,0
q_948c5785a116f7e8,how to conclude a long essay,ms_marco,Ranking Error,1
q_b4e5f1e9d1fb49d0,Enrichr API,code_search_net,Ranking Error,1
q_163fb254925a7ee2,cost of adding a basement entrance,ms_marco,Ranking Error,1
q_fba8bbfbc3412ed7,salary texas university,ms_marco,Semantic Miss,0
q_f72fa3b4ff5deeb8,which opioids is an agonist and antagonist,ms_marco,Ranking Error,1
q_d8abe04c7ef4d3f7,where on the foot represents the lymph nodes,ms_marco,Semantic Miss,0
q_25851257c089ad0c,what does a steam turbine condenser do,ms_marco,Ranking Error,1
q_ea4188b095cf3814,what does dysentery mean,ms_marco,Ranking Error,1
q_ed1f55956f95f740,how long does it take to become a therapist,ms_marco,Ranking Error,1
q_344d37e481a3679e,average length of newborn,ms_marco,Ranking Error,1
q_13302dd295c3ca49,what age do freckles disappear,ms_marco,Ranking Error,1
q_a76c3a74fb69318f,how much energy does an air conditioner use per hour,ms_marco,Ranking Error,1
q_f01827319331ec32,board of directors roles and responsibilities,ms_marco,Ranking Error,1
q_bfbfe49e29d81e73,why do they call it rubbing alcohol,ms_marco,Ranking Error,1
q_f7c165e706e04465,where do giant moths originate from,ms_marco,Ranking Error,1
q_91f1b2b1bc773dec,what does pcb means,ms_marco,Ranking Error,1
q_edf48e35ac9075d7,how much does it cost to expunge criminal record,ms_marco,Ranking Error,1
q_8496c1cd4a88e1ab,do black holes grow,ms_marco,Ranking Error,1
q_4d8ba0853ace739e,disability pensioner can i get age pension,ms_marco,Ranking Error,1
q_4b7ad16a75727cb2,who wrote and first recorded wallflower,ms_marco,Ranking Error,1
q_0992f5dc513cbd29,what is a catalase positive result,ms_marco,Semantic Miss,0
q_20faf0695f94d2f1,what does wryd mean,ms_marco,Ranking Error,1
q_643f198ab9608dba,what is neuromuscular therapy,ms_marco,Ranking Error,1
q_a73f49d982d55d06,definition of prothrombin gene mutation,ms_marco,Ranking Error,1
q_78f05274da76e7fd,where does the bilby live,ms_marco,Ranking Error,1
q_9ae1636bcd6f343c,what causes the chemical reaction of carbonated water,ms_marco,Ranking Error,1
q_f8264a520af9801c,norman lear net worth is,ms_marco,Ranking Error,1
q_d1a9a955bde086b4,pitambari name meaning,ms_marco,Ranking Error,1
q_617eac3f6627bfc3,what is the origin of the name Belgae,ms_marco,Ranking Error,1
q_b53293d3fd79c0ce,Which company did Mrs Foster work for?,squad,Ranking Error,1
q_ff07517061e1d95e,what is RIGHT UPPER extremities,ms_marco,Ranking Error,1
q_273e3ec14639861f,is yellow loosestrife invasive,ms_marco,Semantic Miss,0
q_11524b3c9c39cdcf,what proteins are directly affected by ADH,ms_marco,Ranking Error,1
q_1d5dcd9fa12a21bd,what is the max deduction for charitable donations,ms_marco,Ranking Error,1
q_02f09ea41f1707e3,Are baking powder and baking soda the same thing,ms_marco,Ranking Error,1
q_45766b213029536b,what is dipladenia plant,ms_marco,Ranking Error,1
q_423d9be9563ffa84,cost of tile per square foot installed,ms_marco,Semantic Miss,0
q_fd120e3a35924df3,does greek yogurt contain probiotics,ms_marco,Ranking Error,1
q_5616bd32d77b1b56,what biome is the hoh rainforest,ms_marco,Ranking Error,1
q_72048e3c7dec4af8,can polycrylic be used over oil based stain,ms_marco,Ranking Error,1
q_bef96baa124536aa,r'\s+,code_search_net,Ranking Error,1
q_b4944c4bc02fc2fe,what class of drugs is gabapentin,ms_marco,Ranking Error,1
q_6f87e0b1ed34f2fd,usda pork loin temperature,ms_marco,Ranking Error,1
q_d0c86d0936219a9c,is charles lubbe banting a qualified doctor,ms_marco,Ranking Error,1
q_39d775b49ba23318,what is usenix,ms_marco,Ranking Error,1
q_613b3d1d3c27d1f9,what show is on at the bellagio las vegas,ms_marco,Ranking Error,1
q_5c3fcb854429e830,what are isotopes of an element,ms_marco,Ranking Error,1
q_c6ea342087a0d348,what is appendicular skeleton,ms_marco,Ranking Error,1
q_fb65a665bdf8980f,did the Equal rights amendment ever get passed,ms_marco,Ranking Error,1
q_706409b2ffe28a29,how much does it cost to build a water park,ms_marco,Ranking Error,1
q_15aff93aee00ba0c,average salary for financial analyst,ms_marco,Ranking Error,1
q_cab598e4da8cdde3,what is jarabe tapatio,ms_marco,Semantic Miss,0
q_56d4c520060be2ca,meaning of gloom,ms_marco,Semantic Miss,0
q_acd669475edebc1a,what age can my puppy go on a walk,ms_marco,Ranking Error,1
q_290acf0647f1b970,what helps with mood swings during pms,ms_marco,Ranking Error,1
q_a58661b06f0912b8,causes of sensitive skin,ms_marco,Semantic Miss,0
q_a8581f96f8b19db1,what are the adaptation of a cassowary,ms_marco,Ranking Error,1
q_2c354254673de24d,what types of movements are observed in transport of bedload,ms_marco,Ranking Error,1
q_0c64ed6c79f4c93a,what is locking hardwood,ms_marco,Ranking Error,1
q_9e5d464544d60a5f,sachin cast tamil,ms_marco,Ranking Error,1
q_cc56fbaa8cbf6f57,how much does it cost to have a bathroom fitted,ms_marco,Ranking Error,1
q_e8bc08dfb193da50,how many hours a week does a pediatric surgeon work,ms_marco,Ranking Error,1
q_f5a5c068d3643245,why did ancient rome build aqueducts,ms_marco,Ranking Error,1
q_cbb8e417f5968aeb,what does poppy flower symbolize,ms_marco,Semantic Miss,0
q_fa8efd8ae82ef27b,difference between grams and grams force,ms_marco,Semantic Miss,0
q_3f05c4ac190472bf,how to care for indoor potted basil plant,ms_marco,Semantic Miss,0
q_825d3f1a87824900,what is the average cost of a condo in miami,ms_marco,Ranking Error,1
q_ff50d9ae56ba0c95,how much does it cost to plant a tree,ms_marco,Ranking Error,1
q_4abf8c90b426c0bf,salary of civil engineering technician,ms_marco,Ranking Error,1
q_303cfd018ace2a29,when was the first test played at the gabba,ms_marco,Ranking Error,1
q_a24af61bbbd62333,how many square miles is in perú,ms_marco,Ranking Error,1
q_2a1119e4bef8f90f,where does the word clew come from,ms_marco,Ranking Error,1
q_3fabe29ad51b326c,what is postscript,ms_marco,Ranking Error,1
q_c602c2ce4763afa7,how long has it been taking to get results from ancestry dna test,ms_marco,Ranking Error,1
q_c505b24e40ae6568,which of the following endocrine glands is located in the neck,ms_marco,Ranking Error,1
q_2492b068e5521c38,what is a pear shaped diamond called,ms_marco,Ranking Error,1
q_a8ef7970246bce89,What is the process of creating complementary strands of mrna called?,sciq,Ranking Error,1
q_d6e2e0a77d046eb5,australian carpenter salary range,ms_marco,Semantic Miss,0
q_46850cd72d8aa5ef,how many substitutes in a football team,ms_marco,Ranking Error,1
q_ed025dea1a76588e,average advisory fee by account size,ms_marco,Ranking Error,1
q_fd49bea23defe14d,how long is cooked chicken good for in fridge,ms_marco,Ranking Error,1
q_a10aab0d10d682cd,what fault is near ecuador,ms_marco,Ranking Error,1
q_3df3ec103e9220fa,cost of milk production in india,ms_marco,Ranking Error,1
q_4df25cb54c98aebc,what city is closest to carlsbad caverns,ms_marco,Ranking Error,1
q_2356f89a214037dd,what is an erv,ms_marco,Ranking Error,1
q_83ad66a48428c64e,average cost of power in auckland,ms_marco,Ranking Error,1
q_6ddd65f67bb2ff43,why did they invent the telephone,ms_marco,Semantic Miss,0
q_bf1abb89f5b8346d,what is a pole hem on a flag,ms_marco,Ranking Error,1
q_2f91d831d7e33933,what does it mean to be a doormat,ms_marco,Ranking Error,1
q_791517b04cc07025,types of precancerous skin cancer,ms_marco,Ranking Error,1
q_213424327ec70d79,what is the purpose of uvula,ms_marco,Ranking Error,1
q_dd2ba0b35bae827d,average lifespan of builder grade carpet,ms_marco,Semantic Miss,0
q_f8e37c2a9c01aa26,what is lcy airport,ms_marco,Ranking Error,1
q_78e162fafaba1619,cost of artefill injections,ms_marco,Ranking Error,1
q_ecf4207e29516121,what is the best american made truck,ms_marco,Ranking Error,1
q_4d344568a1a8b2e9,what is a boutique owner called,ms_marco,Ranking Error,1
q_3b364fbe891f73a4,what was the manifesto of surrealism,ms_marco,Ranking Error,1
q_3436d11b956961eb,how many types of nucleotides are in dna and how do they differ,ms_marco,Semantic Miss,0
q_3c5147e044b8d154,is there a way to find the owner of a cell phone number,ms_marco,Ranking Error,1
q_67efed161b611f7a,how to become a parole officer,ms_marco,Ranking Error,1
q_c5d9e9112f49ec84,how to check what ram i have windows 7,ms_marco,Ranking Error,1
q_9b799cea73398ad5,what stone to use for a walkway,ms_marco,Semantic Miss,0
q_198b3328ac2c407f,can other fish be placed with bala sharks,ms_marco,Ranking Error,1
q_84ba2bcf48bcf76c,where is daiso,ms_marco,Ranking Error,1
q_456b9863d310e178,what is fluorspar,ms_marco,Semantic Miss,0
q_7dfcf1cc2c9d91cf,which region of france is paris in,ms_marco,Ranking Error,1
q_381e9c52e0141d25,what is travel retail industry,ms_marco,Ranking Error,1
q_d3940b50c42913d2,how long to heal a fractured ankle,ms_marco,Ranking Error,1
q_66629a05fbc2af05,Init client,code_search_net,Ranking Error,1
q_7685289463622991,what does virtue means,ms_marco,Ranking Error,1
q_ec3fc62304689322,medication percodan what condition,ms_marco,Ranking Error,1
q_a11c9360157c054e,how to like a page on facebook without friends seeing it,ms_marco,Ranking Error,1
q_747ec6bf2429e2ae,what are mandalas,ms_marco,Ranking Error,1
q_de3ea634da5f839b,how warm does it need to be to plant grass seed,ms_marco,Ranking Error,1
q_239d12319a74647f,does cerebrospinal fluid contain white blood cells,ms_marco,Ranking Error,1
q_29b2bc2ce6c220a8,why is it necessary that we have a transport system in the human body,ms_marco,Ranking Error,1
q_77c6d232cc0c2432,what level of education is requirements for occupational therapist,ms_marco,Semantic Miss,0
q_70dcdbcfa4c7f43a,what does reiki mean,ms_marco,Ranking Error,1
q_7ce5327bbbae2d4f,is english a nationality,ms_marco,Ranking Error,1
q_4336edef89b70dc4,What is another word for diatom?,squad,Ranking Error,1
q_f6cfda47e23445c7,how much do medical technologists make,ms_marco,Ranking Error,1
q_357a6d59e54e88ea,What is one issue that adds to the complexity of a pharmacist's job?,squad,Ranking Error,1
q_c65495430896e380,what is blood occult mean,ms_marco,Ranking Error,1
q_6134e058a61406f7,how big is a nanometer,ms_marco,Ranking Error,1
q_41b8e8ecc8696dfc,what is a group of roos,ms_marco,Ranking Error,1
q_86b7c4f0ee017fc3,what species are jaguars,ms_marco,Semantic Miss,0
q_acbc1ad78917a692,Close the connection,code_search_net,Ranking Error,1
q_4ea2f75f5eed8c90,what is lifi,ms_marco,Ranking Error,1
q_4bf9b70cf78a179c,how long does it take an lcl sprain to heal,ms_marco,Ranking Error,1
q_b868958e4b070102,gene family definition,ms_marco,Ranking Error,1
q_aa98f72f7536337e,who is the deputy taoiseach,ms_marco,Ranking Error,1
q_dcaf141404c3039d,how long to bake a pork chop in the oven,ms_marco,Ranking Error,1
q_cb2cb8a4a15b1fdd,what is the minimum temperature for an office environment,ms_marco,Ranking Error,1
q_da9ef1e166bdbe80,what is camu camu powder,ms_marco,Ranking Error,1
q_ec3d04007c993641,how long to grill thin steak,ms_marco,Semantic Miss,0
q_2412282b20f55921,what is personality disorder traits,ms_marco,Ranking Error,1
q_865327d906b7b393,shoulder replacement how long driving,ms_marco,Ranking Error,1
q_c53ba5670ebee729,how much time is needed to digest food for hours take,ms_marco,Ranking Error,1
q_0e31fd8eebd4ec0b,how to be invulnerable in life,ms_marco,Ranking Error,1
q_488f70a4bf41ebf2,can thrush comes through kissing,ms_marco,Ranking Error,1
q_17b84bf46daf3ff3,what is duration risk,ms_marco,Semantic Miss,0
q_e14c271af413201e,statistics on energy consumption in the united states,ms_marco,Ranking Error,1
q_fe0163d2104384ba,how much does a cable technician make,ms_marco,Ranking Error,1
q_0e5a062bce9505f1,is there a medication called pileri?,ms_marco,Semantic Miss,0
q_ee82e272710a3611,what causes pressure on the groin in women,ms_marco,Ranking Error,1
q_45d5ff0f58c474f7,what is electric charge physics,ms_marco,Ranking Error,1
q_59800557ec4050da,The motion of stars in galaxies imply that there is about 10 times as much what as in the luminous objects we can see?,sciq,Semantic Miss,0
q_265b485cee9055b8,what is the correct name for the eardrum,ms_marco,Semantic Miss,0
q_7b69b8d4b71150b1,what was the formation of the united nations,ms_marco,Ranking Error,1
q_2a6e23e72f0147b4,what age do kittens start eating,ms_marco,Ranking Error,1
q_025c5696fe7c7455,prion disease definition,ms_marco,Semantic Miss,0
q_92bdf15d033f730f,where would peasants live,ms_marco,Ranking Error,1
q_58cb0c3570ea4672,what is a borough,ms_marco,Ranking Error,1
q_e8dc5f331972dfe7,can you connect your laptop to your xbox,ms_marco,Ranking Error,1
q_92e84dbf8e75f75e,where can stem cells be found in human body,ms_marco,Ranking Error,1
q_0e6c4a40c95b7e58,In US dollars what is the most money ever paid for a bluefin tuna in Japan,ms_marco,Semantic Miss,0
q_1b963797ae09b9b8,cultural intrusion definition,ms_marco,Semantic Miss,0
q_799a681b83cbf5e3,shorter university tuition cost,ms_marco,Ranking Error,1
q_1cb979a065362d99,"What year did ABC's ""TGIF"" end?",squad,Ranking Error,1
q_e6f7f19379094d82,what does ach manager mean,ms_marco,Semantic Miss,0
q_f67a240e6efc4611,what benefited from reconstruction finance corporation created by president hoover who benefited from this program,ms_marco,Semantic Miss,0
q_f762078c74b6d002,meaning name darren,ms_marco,Ranking Error,1
q_137095b940bde925,are there inherited ira early withdrawal penalties,ms_marco,Ranking Error,1
q_8a3cb391fc11d231,can i estimate business mileage,ms_marco,Ranking Error,1
q_3b7e563cbe676452,what are symptoms of pancreatitis,ms_marco,Ranking Error,1
q_0c158d25bed43657,should you cut off salvage when doing quilting,ms_marco,Ranking Error,1
q_6d1c6a40f25aea5e,legal age a child can stay home alone in louisiana,ms_marco,Ranking Error,1
q_7465922dde365bcf,what types of volcanic rock are found at divergent plate boundaries,ms_marco,Ranking Error,1
q_bd5d9eacf81d6c8f,what is a unicorn,ms_marco,Ranking Error,1
q_a518619c868bbf59,what is modular arithmetic,ms_marco,Ranking Error,1
q_0ff2137829595b1a,When did Zhenjin die?,squad,Ranking Error,1
q_bc26254e48d0b3a4,how many ml equals an ounce,ms_marco,Semantic Miss,0
q_21503eded5ecba10,psyllium husk fiber,ms_marco,Ranking Error,1
q_f696c05e31f71bc7,what does phosphate do for grass,ms_marco,Semantic Miss,0
q_e491dd191595d07e,what is vzw airwaves,ms_marco,Ranking Error,1
q_291a563dccbd166d,what is family centred care,ms_marco,Ranking Error,1
q_ad495d4873f78610,how to invest ira roth,ms_marco,Semantic Miss,0
q_147638076b5c5279,what is a gross expense ratio,ms_marco,Ranking Error,1
q_ac647b6d72067728,education needed for a biomedical engineer,ms_marco,Ranking Error,1
q_9a0e1c5175896bcb,michael chiklis played in what shows,ms_marco,Semantic Miss,0
q_5f52983af4b5be34,what is the kaaba and where is it located,ms_marco,Ranking Error,1
q_5c6bd11a8c176f73,how long does shoulder of pork take to cook,ms_marco,Ranking Error,1
q_fea5358a436bc6a2,how long does it take a baby tortoise to grow,ms_marco,Semantic Miss,0
q_df591e825344f4c8,how many different bees are there,ms_marco,Ranking Error,1
q_6b3b94f7d39a9b87,r'\),code_search_net,Ranking Error,1
q_bc831496da7baf33,what are bacterial virulence factors,ms_marco,Ranking Error,1
q_e2664b4940ac658c,how long does a ctc check take,ms_marco,Semantic Miss,0
q_e973d8aac3f4d9b2,where is ilwaco washington,ms_marco,Ranking Error,1
q_600cd3a78ba97dde,how much does it cost for someone to put up a retaining wall,ms_marco,Ranking Error,1
q_35bafc8345aa3d56,how long is turkey lunch meat good for in the fridge,ms_marco,Ranking Error,1
q_31370518463294ae,what foods do weevils get into,ms_marco,Ranking Error,1
q_82ca4fa18e0d75db,how much can a recovery coach make in nj,ms_marco,Ranking Error,1
q_990aea73cb543583,how much does Pharmacy Technician make,ms_marco,Semantic Miss,0
q_cec13dadc4d76837,what is land around australia,ms_marco,Ranking Error,1
q_a94e7db20d73102b,what is in poi,ms_marco,Ranking Error,1
q_611fbfaf5d3298be,what is ndvi,ms_marco,Ranking Error,1
q_4484690257b2917b,how much do the government pay for removal of graffiti,ms_marco,Semantic Miss,0
q_4d358f11e992cc89,biological therapy definition,ms_marco,Ranking Error,1
q_9117e1fa6b6cb3b2,what size is mercury,ms_marco,Ranking Error,1
q_8f09af111c160c6b,how many people get aids a year,ms_marco,Ranking Error,1
q_3b3005064b17b893,what is e dispar,ms_marco,Semantic Miss,0
q_478f90590d0badee,what the minimum educational requirements for dental hygienist,ms_marco,Ranking Error,1
q_49ff156447c69c3e,what is sap in business,ms_marco,Ranking Error,1
q_c262b8fc93ef14b5,what is zinc oxide used for,ms_marco,Ranking Error,1
q_e1461f6945d0705c,what causes enlarged thyroid in neck,ms_marco,Semantic Miss,0
q_e089f500a334adb7,what hormones are used in digestion,ms_marco,Ranking Error,1
q_02617205a213ea97,how much do surgical nurses make an hour,ms_marco,Ranking Error,1
q_d935664663d01ed8,can hypothyroid cause dizziness,ms_marco,Ranking Error,1
q_f37fae0c84a66488,average price of a kayak pool,ms_marco,Ranking Error,1
q_cb96d75e29300fd3,What is located beneath the lithosphere?,sciq,Ranking Error,1
q_58e37ba3fd084738,what hormone is responsible for decreasing blood glucose levels,ms_marco,Ranking Error,1
q_367d5259d192cbc3,what time does ebenefits update,ms_marco,Ranking Error,1
q_691cc52250de0a17,what group does the squirrel monkey belong to,ms_marco,Ranking Error,1
q_301d5019fd0e7302,what organism is Saimiri boliviensis boliviensis,ms_marco,Semantic Miss,0
q_8913677d83f1e660,what is foh manager,ms_marco,Ranking Error,1
q_b1299452d9064132,what is cloudfront,ms_marco,Semantic Miss,0
q_7b60070240b21d1c,cost to frame basement,ms_marco,Ranking Error,1
q_81d20b444b2a4408,how much money does a dental assistant make a year,ms_marco,Semantic Miss,0
q_0fd3de164d4181d0,what kind of lavender is the most fragrant,ms_marco,Semantic Miss,0
q_acfb59c8c9d7f5e0,what is a turducken,ms_marco,Ranking Error,1
q_83994c3ddd9ff28c,what is immediate family only,ms_marco,Ranking Error,1
q_9e2116ebb1197341,what color is healthy urine,ms_marco,Ranking Error,1
q_95efa2fb3967baa1,what is the difference between sms and mms,ms_marco,Ranking Error,1
q_391014049fbaada2,colonoscopy procedure how long does it take,ms_marco,Ranking Error,1
q_fe8017553cbf0a23,the name tayla meanings,ms_marco,Ranking Error,1
q_fb03f76aae0e59fa,what is the average temperature in dallas texas in may,ms_marco,Ranking Error,1
q_4152d4357076fffe,what is mexican accordion music called,ms_marco,Ranking Error,1
q_c89b5f94f9e45adb,what is a civils contractor,ms_marco,Ranking Error,1
q_29d088a8ffc95b19,what does a transportation coordinator do,ms_marco,Ranking Error,1
q_bf92cb53e0fa8ce8,what does azra mean in arabic,ms_marco,Ranking Error,1
q_6abe5be80de6bfce,How many volumes are contained in the library?,squad,Ranking Error,1
q_c9437dca7a39765c,what is dse,ms_marco,Ranking Error,1
q_b44f9f4382c22c91,openreach customer service number,ms_marco,Ranking Error,1
q_007a3570a25768b9,meaning of name teia,ms_marco,Ranking Error,1
q_6e18065fd530c7d1,what is a normal amount of steps per day,ms_marco,Ranking Error,1
q_1966f72f232e9fe6,Giardia is an example of a protozoa that uses flagella for what purpose?,sciq,Ranking Error,1
q_3f7e4fdea0906d0b,what is protected extensible authentication protocol,ms_marco,Ranking Error,1
q_7e2fa3435fc38f5d,temp settings for baking a chicken,ms_marco,Ranking Error,1
q_deac9c9756692142,what causes discoloration of toenails,ms_marco,Semantic Miss,0
q_80129bb8ac95e029,what size is the human eyeball,ms_marco,Ranking Error,1
q_223e0e277c2844b5,what kind of symmetry do grasshoppers have,ms_marco,Ranking Error,1
q_af9d28522ed24cf9,where are dna nucleotides found,ms_marco,Ranking Error,1
q_ba6b153d0a1c1ed8,how much do marketers earn,ms_marco,Semantic Miss,0
q_ec73552b1c718e84,what does corporate governance include,ms_marco,Ranking Error,1
q_91f5d0903bbc88c8,when do you take cold eeze,ms_marco,Ranking Error,1
q_ea5f300174c4d027,what does a naturopath do,ms_marco,Semantic Miss,0
q_271f7a2e222994a3,what are intermediate rocks,ms_marco,Semantic Miss,0
q_c89ae4f5f3b3e181,what is a paralegal degree,ms_marco,Ranking Error,1
q_503166a31bef4189,where is abruzzo italy,ms_marco,Semantic Miss,0
q_d2da77582fe31396,what does agalychnis mean,ms_marco,Semantic Miss,0
q_6f3ff3565286ecc2,how much space do you need above a refrigerator,ms_marco,Semantic Miss,0
q_e49ffd051c3aa5df,why would you reject the null hypothesis,ms_marco,Ranking Error,1
q_4a58d6117d88528c,what does a wolf spider look like,ms_marco,Ranking Error,1
q_bf181812d287246a,taxi service at amtrak bwi,ms_marco,Ranking Error,1
q_65b99c7a9314762a,what does clustering mean,ms_marco,Semantic Miss,0
q_ad5ba9e5de877a59,how to improve iq,ms_marco,Ranking Error,1
q_602f6ba933b62456,the molten rock that flows from a volcano is called what,ms_marco,Ranking Error,1
q_6dbb2a3d0e491509,how long do you leave beef jerky in a dehydrator,ms_marco,Ranking Error,1
q_4e64f017fefe59c2,where was glen scrimshaw born,ms_marco,Ranking Error,1
q_b0d0a37d011b0bf7,what structure do traditional turkey music use?,ms_marco,Ranking Error,1
q_52015f236ef84a9b,rental car taxes and fees in hawaii,ms_marco,Ranking Error,1
q_72eee26ebfe2e5a7,starting salary for dialysis nurse,ms_marco,Semantic Miss,0
q_6de1208d5e396e75,normal pulse rate in adults,ms_marco,Ranking Error,1
q_fb72a9e40d1aaa2d,what does salinity mean,ms_marco,Semantic Miss,0
q_a1c24c4dd4695523,how long will food keep in the upright freezer without power,ms_marco,Semantic Miss,0
q_43aed692dcf95efe,how long to cook brisket in oven,ms_marco,Ranking Error,1
q_c6863f192ecee191,how long will soup keep in the fridge,ms_marco,Ranking Error,1
q_c252881073119ca0,how long does geese eggs take to hatch,ms_marco,Ranking Error,1
q_4791331efe259bfa,what are the types of creatinine kinase,ms_marco,Semantic Miss,0
q_e5327df7cf9ba75e,should boys play netball in school,ms_marco,Ranking Error,1
q_16b09a79860eef6e,zygomaticus muscles definition,ms_marco,Ranking Error,1
q_6bf7a6e100b83980,what does myelogenous mean,ms_marco,Ranking Error,1
q_0d826881fef3770c,how long to boil king crab,ms_marco,Semantic Miss,0
q_d414a5de5589859d,what moves vesicles and organelles throughout the organelle,ms_marco,Ranking Error,1
q_967fb0d2824b6728,what is microscopic colitis disease,ms_marco,Ranking Error,1
q_c0f1e7ac126f81df,how much is greek theatre parking,ms_marco,Ranking Error,1
q_5ade903aae22f960,what is CIP abbreviation,ms_marco,Ranking Error,1
q_f6f4a7299d55b6d0,are mastiffs dangerous,ms_marco,Ranking Error,1
q_02ee536929d1378c,what are the types of parvo?,ms_marco,Ranking Error,1
q_361ca4b3c9d6e302,how to sew a faux roman valance,ms_marco,Ranking Error,1
q_1d9a839ec2370ab9,how to take that irritated feeling away from shingles,ms_marco,Ranking Error,1
q_280e4fd14538c2d1,does medicaid pay for dentures,ms_marco,Ranking Error,1
q_06a6a662ecda1751,how much should i pay for a will,ms_marco,Semantic Miss,0
