query,oracle_alpha,best_ndcg,ndcg_at_alpha1,curve_range,n_argmax_ties
explain why some economists are against a target of zero inflation,0.0,1.0,1.0,0.0,21
is a rotisserie chicken healthy,0.8,1.0,1.0,0.5,5
what is author royalty kindle unlimited,0.45,1.0,0.6309297535714575,0.36907024642854247,9
what can you use to wear baby in water,0.55,0.5,0.5,0.5,10
what is incisura,0.0,1.0,1.0,0.0,21
most popular creole dish,0.0,1.0,1.0,0.0,21
facts on why alcohol should be banned,0.2,1.0,0.5,0.5693234419266069,8
what is charge of the goddess,0.35,1.0,1.0,0.36907024642854247,14
are pineapples anti inflammatory,0.65,0.5,0.5,0.16666666666666669,8
what causes nighttime leg c,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what causes nighttime leg c,0.05,1.0,1.0,0.36907024642854247,20
what is feldspar used for,0.8,0.6309297535714575,0.6309297535714575,0.34186492725356965,5
what can cause tooth pain,0.4,1.0,1.0,0.5,13
institute for physician wellness cme,0.75,0.6309297535714575,0.6309297535714575,0.34186492725356965,6
what does wifi hotspot mean,0.95,1.0,1.0,1.0,2
in what country can you find the most volcanoes,0.85,1.0,1.0,1.0,4
kohl's charge customer service number,0.75,0.43067655807339306,0.43067655807339306,0.12964656240941186,6
what causes non alcoholic fatty liver,0.7,1.0,1.0,1.0,7
define heritage culture,0.2,1.0,1.0,0.36907024642854247,17
how do you play oklahoma gin,0.7,0.43067655807339306,0.43067655807339306,0.04382375083885143,7
what is fennel seed?,0.1,0.6309297535714575,0.38685280723454163,0.2440769463369159,3
meaning of acquitted,0.7,0.5,0.5,0.5,7
what is a lady bird deed texas,0.0,0.6309297535714575,0.6309297535714575,0.0,21
how long does frozen shrimp stay good,0.85,1.0,1.0,0.5,4
is longmire returning for another season,0.0,0.3333333333333333,0.0,0.3333333333333333,13
three types of anthrax infection,0.0,1.0,1.0,0.0,21
is there a natural muscle relaxer,0.6,0.5,0.3333333333333333,0.16666666666666669,3
what causes occasional black stools,0.0,0.0,0.0,0.0,21
what happened when alexander the great died,1.0,0.2890648263178879,0.2890648263178879,0.2890648263178879,1
what happened when alexander the great died,0.0,1.0,0.3333333333333333,0.6666666666666667,13
what is cyrene,0.7,1.0,1.0,0.6666666666666667,7
what does medical abbreviation ams stand for,0.45,0.6309297535714575,0.5,0.31546487678572877,1
alan saporta the best way to escape from a problem is to solve it,0.0,1.0,0.6309297535714575,0.36907024642854247,20
what genre is scarface,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what genre is scarface,0.85,1.0,1.0,0.6989700043360187,4
what is health advocate,0.0,1.0,0.3562071871080222,0.6437928128919779,10
how many ounce in a bottle of wine,0.0,0.6309297535714575,0.5,0.13092975357145753,6
what causes occipital migraine,0.6,0.3562071871080222,0.3333333333333333,0.055177191444040985,8
cost of a vasectomy,0.25,0.6309297535714575,0.6309297535714575,0.20025319549806447,16
what is cpap for?,0.0,0.43067655807339306,0.43067655807339306,0.04382375083885143,20
origin and meaning of the name cassandra,1.0,0.43067655807339306,0.43067655807339306,0.12964656240941186,1
what county is stokesdale in?,0.45,1.0,0.6309297535714575,0.5693234419266069,1
meaning of the arabic name ihab,0.0,1.0,0.5,0.5,5
what colour is pottery,0.9,0.3562071871080222,0.3562071871080222,0.3562071871080222,3
can valerie by a male name,0.85,1.0,0.6309297535714575,0.6437928128919779,3
what are the modern methods presidents use to influence the policy making process,0.25,1.0,1.0,0.6131471927654584,16
what county is wainscott ny in,0.8,1.0,1.0,1.0,5
what does rdw mean in a blood test result,0.45,0.5,0.3562071871080222,0.14379281289197782,4
definition of fluency,0.0,0.43067655807339306,0.3333333333333333,0.09734322474005974,1
what county is mikado mi in,0.0,1.0,1.0,0.0,21
the ubermensch definition,0.85,1.0,1.0,0.36907024642854247,4
how many weeks is a term baby,0.85,0.6309297535714575,0.6309297535714575,0.6309297535714575,4
what causes odor in clothes,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,17
what are human rights,0.0,0.0,0.0,0.0,21
what is esplost,0.0,0.0,0.0,0.0,21
united technologies stock price,0.0,1.0,0.6309297535714575,0.36907024642854247,18
average weight for teen,0.7,0.38685280723454163,0.3562071871080222,0.38685280723454163,2
medications that cause respiratory depression,0.85,0.38685280723454163,0.38685280723454163,0.38685280723454163,4
medications that cause respiratory depression,0.0,0.0,0.0,0.0,21
what are the layers of the atmosphere?,0.5,1.0,1.0,0.5693234419266069,11
can titanium eyeglass frames be repaired,0.15,1.0,0.6309297535714575,0.36907024642854247,16
longitudinal axis definition,0.95,1.0,1.0,0.36907024642854247,2
what causes condensation on double glazing windows,1.0,0.5,0.5,0.14379281289197782,1
urine chemical screening definition,0.0,1.0,1.0,0.0,21
is bile duct cancer hereditary,0.2,1.0,0.6309297535714575,0.5,16
most desired watches,0.75,0.6309297535714575,0.3562071871080222,0.2975964202381242,2
most desired watches,0.0,1.0,0.0,1.0,14
infrared radiation definition physics,0.25,1.0,0.6309297535714575,0.36907024642854247,7
define majority party leader,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
meloxicam is for what,0.85,1.0,1.0,0.6131471927654584,4
what is hata,1.0,0.6309297535714575,0.6309297535714575,0.2440769463369159,1
what does rebellion mean,0.6,1.0,0.38685280723454163,1.0,2
netops definition,0.25,0.5,0.5,0.06932344192660694,16
how to check for occult blood in stool,0.15,0.6309297535714575,0.2890648263178879,0.34186492725356965,6
how big is the moon,0.65,1.0,1.0,1.0,8
star wars was the name given to which reagan effort?,0.05,0.5,0.5,0.06932344192660694,20
definition of extrinsic motivation,0.5,1.0,1.0,0.5693234419266069,11
what can u do to a solution to make it more concentrated,0.65,0.6309297535714575,0.6309297535714575,0.27472256646343535,8
what are the risks associated with the use of nuclear energy,0.75,0.6309297535714575,0.6309297535714575,0.6309297535714575,6
is a citation in lieu of arrest considered an arrest?,0.0,1.0,0.38685280723454163,0.6131471927654584,6
temperature in cocoa beach,0.5,1.0,1.0,0.5,11
synonym for occur,0.9,0.5,0.5,0.5,3
what is biofield,0.1,1.0,1.0,0.36907024642854247,19
foods that increase thinning of blood,1.0,0.5,0.5,0.5,1
what  is cipta,0.0,1.0,1.0,0.0,21
is neuropsychology a subspecialty,0.15,1.0,1.0,0.5,18
what causes a person to get so sleepy after eating,0.0,0.0,0.0,0.0,21
what causes a person to get so sleepy after eating,0.75,1.0,1.0,1.0,6
"how long is a flight from miami, fl to seoul, south korea?",0.8,1.0,1.0,0.6131471927654584,5
weather in august in ireland,0.4,1.0,1.0,0.36907024642854247,13
what does grudges mean,0.75,1.0,0.6309297535714575,0.6989700043360187,3
what causes organ to become enlarged,0.25,0.38685280723454163,0.0,0.38685280723454163,6
Megan- name meaning- what does my name mean,0.0,0.43067655807339306,0.38685280723454163,0.07446937096537087,15
what is a travelers cheque,0.0,1.0,0.6309297535714575,0.36907024642854247,14
payment due date meaning,0.45,1.0,1.0,1.0,12
what is cannon fodder,0.0,0.5,0.43067655807339306,0.14379281289197782,11
what causes outgassing?,0.0,0.6309297535714575,0.5,0.13092975357145753,12
rummage meaning,0.05,1.0,1.0,0.36907024642854247,20
what is considered low for blood pressure,0.8,0.5,0.5,0.14379281289197782,5
what is hammock,0.65,1.0,1.0,1.0,8
what is bergamot flavoring,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,14
what is bergamot flavoring,0.0,1.0,1.0,0.0,21
what does ./path means,0.9,0.43067655807339306,0.43067655807339306,0.43067655807339306,3
how many cities in the us?,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
how much are standard braces,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
different versions of windows server,0.25,0.43067655807339306,0.0,0.43067655807339306,5
different versions of windows server,0.15,1.0,0.31546487678572877,0.6845351232142712,9
different versions of windows server,0.35,0.6309297535714575,0.3562071871080222,0.27472256646343535,4
what is facets,0.75,1.0,1.0,1.0,6
origin of name burns,0.5,1.0,0.6309297535714575,0.5693234419266069,6
what are scriptlets,0.5,1.0,1.0,0.6131471927654584,11
what are the seven common rock forming minerals,0.55,1.0,0.6309297535714575,0.6666666666666667,7
what causes pain in my chest when i cough,0.1,1.0,1.0,0.5,19
the context the treaty of waitangi was signed,0.9,0.5,0.5,0.21093517368211212,3
what can cause elevated troponin levels,0.0,1.0,1.0,0.0,21
is cream or cheese bad for constipation,0.0,1.0,0.6309297535714575,0.36907024642854247,20
hof  meaning in german,0.65,0.6309297535714575,0.5,0.2440769463369159,3
hof  meaning in german,0.05,1.0,0.43067655807339306,0.5693234419266069,6
how far is manchester connecticut to nyc,0.0,0.6309297535714575,0.6309297535714575,0.0,21
are capybaras dangerous,0.75,0.6309297535714575,0.6309297535714575,0.2975964202381242,6
is it hard to get a jewelry store credit card,0.8,0.6309297535714575,0.6309297535714575,0.2440769463369159,5
what is a trireme,0.15,1.0,0.6309297535714575,0.36907024642854247,17
is the legal  age for betting in n.y.,0.9,0.3562071871080222,0.3562071871080222,0.3562071871080222,3
what is crimean,0.75,0.6309297535714575,0.6309297535714575,0.2975964202381242,6
how much do marine biologist make,0.8,0.38685280723454163,0.3562071871080222,0.08582281157056043,1
how long to reach steady state of drug?,0.0,1.0,1.0,0.0,21
what is difference between p value and confidence interval,0.95,1.0,1.0,0.7109351736821121,2
what causes pain in the legs?,0.75,0.38685280723454163,0.38685280723454163,0.38685280723454163,4
what causes pain in the legs?,0.0,0.0,0.0,0.0,21
what component of blood contains antibodies,0.45,0.3562071871080222,0.2890648263178879,0.3562071871080222,5
"phone number us post office godfrey, il",0.6,1.0,1.0,0.36907024642854247,9
meanings of polish surnames,0.0,0.6309297535714575,0.5,0.13092975357145753,18
what age do girls get periods,0.85,0.5,0.43067655807339306,0.11314719276545837,3
what are the four main components of the forebrain,0.2,0.3562071871080222,0.3010299956639812,0.0671423607901343,1
can you bring a kid to the oath ceremony,0.6,0.5,0.5,0.5,9
what does a telemetry receiver do,0.35,1.0,1.0,0.5693234419266069,14
what causes heavy flem in the throat,0.0,0.0,0.0,0.0,21
roy orbison how did he die,1.0,0.5,0.5,0.14379281289197782,1
how long can instagram videos go,0.35,1.0,1.0,0.36907024642854247,14
"what county is bon aqua,tn",0.45,0.6309297535714575,0.6309297535714575,0.20025319549806447,12
did l ron hubbard practice black magic,0.55,0.5,0.5,0.11314719276545837,10
export autocomplete file outlook 2010 to csv,0.0,0.6309297535714575,0.5,0.13092975357145753,14
what does the mucus plug mean in a pregnant person,0.5,1.0,1.0,0.5693234419266069,11
can water in the ear  cause a headache,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,13
what are tire load range,0.0,1.0,0.5,0.5,8
what is havrix vaccine,0.95,1.0,1.0,0.5693234419266069,2
what county is upland in in,0.35,0.6309297535714575,0.6309297535714575,0.2440769463369159,7
synonyms and antonyms of doze,0.0,1.0,0.5,0.5,19
synonyms and antonyms of doze,0.0,0.5,0.38685280723454163,0.11314719276545837,3
how long does a usual mlb baseball game last?,0.0,1.0,0.3562071871080222,0.6437928128919779,16
what causes pelvic prolapse,0.0,0.38685280723454163,0.2890648263178879,0.09778798091665375,4
what causes pelvic prolapse,0.3,1.0,1.0,0.5693234419266069,15
what causes pelvic prolapse,0.7,0.6309297535714575,0.6309297535714575,0.32989975790747633,7
what causes pelvic prolapse,0.0,1.0,0.3333333333333333,0.6666666666666667,5
how did temperance movement lead to prohibition,0.0,0.5,0.5,0.06932344192660694,15
epinephrine effects what cells,0.1,0.38685280723454163,0.31546487678572877,0.07138793044881286,5
is marijuana legal in france,0.65,1.0,0.6309297535714575,0.5693234419266069,6
what is crest disease,0.0,1.0,0.5,0.5,11
what causes pleural plaques in both lungs,0.0,1.0,1.0,0.0,21
is a reserve account considered as profit,0.45,1.0,1.0,0.7109351736821121,12
estimated cost of a home sprinkler system,0.35,0.38685280723454163,0.3010299956639812,0.08582281157056043,4
is hydrogen the most flammable gas on earth,0.7,1.0,1.0,0.36907024642854247,7
what does pacs stand for in radiology,1.0,0.43067655807339306,0.43067655807339306,0.43067655807339306,1
osha competent person definition,0.8,1.0,1.0,0.5,5
what is apocalyptic language,1.0,0.5,0.5,0.18453512321427123,1
how do i get cigarette smell out of a car,0.75,1.0,1.0,0.5693234419266069,6
what age do dogs get vaccine,0.0,0.0,0.0,0.0,21
what causes potholes in gravel driveway,0.0,1.0,1.0,0.0,21
what county is milroy pa,0.85,1.0,1.0,0.6131471927654584,4
pop art art definition,0.0,1.0,1.0,0.0,21
did hillary give russia uranium,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,8
how many units per ml insulin,0.0,1.0,1.0,0.0,21
repair cost for VINYL flooring per square foot,0.95,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
uranus conjunct saturn transit,0.0,1.0,0.6309297535714575,0.36907024642854247,7
what is array out of bound exception in java,0.0,1.0,1.0,0.0,21
what causes power lacking in truck,0.95,1.0,1.0,0.6437928128919779,2
what do you do for guest services,0.7,1.0,1.0,1.0,7
what do you do for guest services,0.45,1.0,0.5,1.0,5
what causes a fever and rash on babies,0.0,1.0,0.38685280723454163,0.6131471927654584,15
diet to get rid of food allergies,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what is allocation accounting book,0.7,0.3333333333333333,0.31546487678572877,0.3333333333333333,1
what is a clinical nurse specialist scope of practice,0.55,1.0,1.0,1.0,10
is skype best for business,0.0,1.0,0.5,0.5,10
is skype best for business,0.5,1.0,1.0,0.36907024642854247,11
what is hmc code,0.65,0.5,0.5,0.16666666666666669,8
what happens when you stop smoking and start vaping,0.65,0.5,0.5,0.16666666666666669,8
what causes pseudarthrosis,0.65,1.0,1.0,0.5693234419266069,8
how many calories should the average man eat,0.6,0.43067655807339306,0.3333333333333333,0.43067655807339306,5
what is involved in a business valuation,0.7,0.43067655807339306,0.43067655807339306,0.07446937096537087,7
common side effects of lexapro,0.85,0.3333333333333333,0.3333333333333333,0.3333333333333333,4
common side effects of lexapro,0.7,0.6309297535714575,0.6309297535714575,0.2440769463369159,7
common side effects of lexapro,0.05,0.6309297535714575,0.5,0.13092975357145753,9
is hydrogen abundant on earth,0.0,1.0,0.31546487678572877,0.6845351232142712,3
what is astronomy,0.0,1.0,0.5,0.5,19
what is a shell company,0.25,1.0,0.6309297535714575,0.36907024642854247,10
what causes pulsing in your eye?,0.0,0.0,0.0,0.0,21
can a blood thinner cause fluid to collect in the lungs?,0.0,0.0,0.0,0.0,21
marginal cost of capital explained,0.0,1.0,0.6309297535714575,0.36907024642854247,4
is glaucoma inherited,0.0,1.0,0.3333333333333333,0.6666666666666667,7
can baby bunnies have strawberries,0.0,1.0,0.6309297535714575,0.36907024642854247,16
effects of hydrogen combustion,0.95,0.5,0.5,0.5,2
tell me symptoms of mesothelioma,0.7,0.5,0.43067655807339306,0.16666666666666669,1
tell me symptoms of mesothelioma,0.8,1.0,1.0,0.6845351232142712,5
tell me symptoms of mesothelioma,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what are intranets,0.8,0.6309297535714575,0.6309297535714575,0.32989975790747633,5
what is challenging?.,0.25,0.43067655807339306,0.38685280723454163,0.43067655807339306,2
what does diocese mean,0.5,0.6309297535714575,0.6309297535714575,0.2440769463369159,10
is the liberty bell on display a replica?,0.0,0.5,0.38685280723454163,0.11314719276545837,2
citi costco anywhere card benefits,0.0,0.6309297535714575,0.3562071871080222,0.27472256646343535,11
citi costco anywhere card benefits,0.7,0.31546487678572877,0.31546487678572877,0.31546487678572877,7
how much does a adjunct professor get paid,1.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,1
what bacteria produce exotoxin,0.75,0.5,0.38685280723454163,0.11314719276545837,1
can you dye polyester dress lighter color,0.6,1.0,1.0,0.6845351232142712,9
what is droning,0.0,1.0,1.0,0.0,21
is parsley nutritious,0.0,0.5,0.3562071871080222,0.14379281289197782,13
is a PFa block aerated,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,16
the first asylum was founded in quizlet,0.0,1.0,1.0,0.0,21
what is ireland government system,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what age to start adhd meds,0.6,0.38685280723454163,0.38685280723454163,0.38685280723454163,9
is dark brown stool normal,0.15,0.6309297535714575,0.5,0.13092975357145753,12
how many sentences in a paragraph apa,0.0,0.5,0.0,0.5,5
"what county in elmhurst, il",0.45,0.6309297535714575,0.6309297535714575,0.20025319549806447,12
how long does it take after interview to know if citizenship is granted,0.4,1.0,0.6309297535714575,0.36907024642854247,11
how do nursing homes get paid,0.95,1.0,1.0,1.0,2
what causes water heater to overheat,0.25,0.6309297535714575,0.6309297535714575,0.6309297535714575,16
wevo distributor,0.0,0.43067655807339306,0.31546487678572877,0.11521168128766429,9
how many sizes do aviator sunglasses come in,0.45,0.43067655807339306,0.43067655807339306,0.43067655807339306,12
weather in st petersburg russia in august,0.2,1.0,1.0,0.36907024642854247,17
can williams syndrome be detected,0.2,0.38685280723454163,0.38685280723454163,0.053519473901208314,7
what does the name alitza mean,0.4,1.0,1.0,0.5,13
different types of working gloves,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,9
what is a valley?,0.7,1.0,1.0,1.0,7
what is access recovery charge centurylink,0.0,1.0,1.0,0.0,21
south easton mass area code,0.0,1.0,1.0,0.0,21
what county is belmont ca,0.5,1.0,1.0,1.0,11
what causes reye's syndrome in children,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,7
what county is galveston texas in?,0.6,0.6309297535714575,0.6309297535714575,0.2440769463369159,9
what are the major characteristics of the dermis,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
is liquid asphalt hazmat?,0.55,0.6309297535714575,0.6309297535714575,0.31546487678572877,10
types of gastric bypass pouch,0.55,0.38685280723454163,0.38685280723454163,0.09778798091665375,10
elvis was born in what state?,0.9,0.38685280723454163,0.38685280723454163,0.38685280723454163,3
what causes ringing in the ears home treatment,0.5,1.0,0.43067655807339306,0.5693234419266069,2
what causes ringing in the ears home treatment,0.0,0.0,0.0,0.0,21
largest fanuc robot,0.0,1.0,1.0,0.0,21
what does ist mean,0.45,0.6309297535714575,0.6309297535714575,0.27472256646343535,7
organizational theory definition,0.1,1.0,1.0,0.36907024642854247,19
the general insurance quote number,0.0,1.0,1.0,0.0,21
how does negative feedback control heart rate,0.0,1.0,1.0,0.0,21
what industry is remodeling and roofing in?,0.0,0.5,0.0,0.5,4
what does the name aparicio mean,0.0,1.0,1.0,0.0,21
lithroscopy definition,0.9,0.2890648263178879,0.2890648263178879,0.2890648263178879,3
what is a computer wireshark,0.75,0.5,0.5,0.18453512321427123,6
causes of loose foul stools,0.15,1.0,0.31546487678572877,0.6845351232142712,9
difference between full and widescreen,1.0,1.0,1.0,0.7109351736821121,1
difference between full and widescreen,0.0,1.0,0.6309297535714575,0.36907024642854247,20
guide to becoming an anesthesiologist,1.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,1
what can i do with a degree in exercise science,0.55,1.0,0.6309297535714575,0.36907024642854247,7
number of days in patient for a coronary bypass,0.35,1.0,1.0,0.6989700043360187,14
dead body in dream meaning,0.25,0.6309297535714575,0.6309297535714575,0.13092975357145753,14
can wind power be used in canada,0.25,1.0,1.0,0.5693234419266069,16
what causes eyes to pop out,0.0,0.0,0.0,0.0,21
cause of dry mouth,0.7,0.31546487678572877,0.31546487678572877,0.31546487678572877,7
"what county is halethorpe, md",0.85,1.0,1.0,0.5693234419266069,4
what county is kansas city mo in,0.9,0.3333333333333333,0.3010299956639812,0.3333333333333333,1
what is a quantum dot,1.0,0.6309297535714575,0.6309297535714575,0.34186492725356965,1
weather in st. croix,0.55,1.0,0.6309297535714575,0.36907024642854247,8
what is considered a rotator cuff,0.0,0.5,0.0,0.5,7
what causes rotten egg smell inside a house,0.7,0.6309297535714575,0.6309297535714575,0.6309297535714575,7
how much water do humans need to survive,0.95,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
what is crystalline,0.05,1.0,1.0,0.36907024642854247,20
what does iso sensor mean,0.0,0.6309297535714575,0.5,0.13092975357145753,1
how many ounces in a bottle of water,0.85,1.0,0.5,0.6131471927654584,3
what does pineapple tattoo symbolize,0.85,1.0,1.0,1.0,4
is a pap smear necessary during pregnancy,0.4,1.0,1.0,0.5,13
types of validity assessment,0.0,1.0,1.0,0.0,21
types of validity assessment,0.2,0.3010299956639812,0.3010299956639812,0.3010299956639812,8
types of validity assessment,0.05,0.3562071871080222,0.31546487678572877,0.04074231032229342,3
what is an adhesive body bra,0.0,1.0,0.6309297535714575,0.36907024642854247,14
what does consolidate debts mean,0.8,1.0,1.0,0.5693234419266069,5
most birds consume 50% of their weight,0.0,0.5,0.5,0.0,21
what causes sarcoidosis of the lungs,1.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,1
how long can you lease a car,0.3,1.0,0.0,1.0,1
what is a vertically integrated company,0.8,1.0,1.0,0.5693234419266069,5
longest rivers in japan,1.0,1.0,1.0,0.36907024642854247,1
longest rivers in japan,0.3,0.5,0.5,0.5,15
what is a system tray?,0.6,1.0,1.0,0.6989700043360187,9
types of tyrosine kinase,0.0,0.43067655807339306,0.31546487678572877,0.11521168128766429,7
how long do american crows live in captivity,0.0,1.0,1.0,0.0,21
largest byte size,1.0,0.5,0.5,0.14379281289197782,1
s scale model railroad definition,0.2,1.0,1.0,0.36907024642854247,17
what do tick bites look like on human skin,0.45,0.43067655807339306,0.43067655807339306,0.11521168128766429,12
beck's theory,0.65,0.5,0.5,0.11314719276545837,8
how many leave days earned in a month for navy,0.8,0.6309297535714575,0.6309297535714575,0.6309297535714575,5
what invention does gulliver describe to the king,0.0,1.0,1.0,0.0,21
ingredients for amazing ribs pork rub,0.8,1.0,1.0,1.0,5
what is a civil offense,0.95,0.5,0.5,0.5,2
what causes tender very itchy scalp,0.95,1.0,1.0,1.0,2
what is a facial skin firming agent,0.65,1.0,1.0,1.0,8
what is a facial skin firming agent,0.0,0.0,0.0,0.0,21
what happens to a current in a circuit if the resistance is increased,0.0,0.6309297535714575,0.31546487678572877,0.31546487678572877,13
average salary counselor,0.0,1.0,1.0,0.0,21
town of mountain wi,0.5,1.0,1.0,0.36907024642854247,11
how does a mortgage lender determine your property taxes,0.0,0.0,0.0,0.0,21
what causes severe constipation after eating dark chocolate,0.0,1.0,1.0,0.0,21
types of punctuation marks,0.0,1.0,1.0,0.0,21
what county is trinidad co in,0.75,1.0,1.0,0.6666666666666667,6
is flagstone a good material for pool waterfall,0.0,1.0,1.0,0.0,21
what is in a quiche,0.7,1.0,1.0,0.6131471927654584,7
did rene angelil have a gambling problem,0.0,0.5,0.43067655807339306,0.11314719276545837,8
5 ft 6 inches in cm,0.8,0.6309297535714575,0.6309297535714575,0.6309297535714575,5
what do mites eat,0.2,1.0,1.0,0.36907024642854247,17
how to use jetblue credit,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what is arroz con pollo,0.0,0.6309297535714575,0.3562071871080222,0.27472256646343535,7
what is a prefect,0.95,0.5,0.5,0.1989700043360188,2
phone number for booking customer service,0.6,1.0,1.0,1.0,9
how far is rhodes from lindos beach,0.0,1.0,1.0,0.0,21
what causes slab sweating,0.0,1.0,1.0,0.0,21
define one gigabyte,0.0,1.0,0.43067655807339306,0.5693234419266069,12
how long do.yorkies live,0.2,0.6309297535714575,0.5,0.20025319549806447,15
"what county is cuba, ny in",0.0,1.0,1.0,0.0,21
what are cancer days,0.35,0.6309297535714575,0.6309297535714575,0.6309297535714575,14
ely police station phone number,0.0,1.0,1.0,0.0,21
what causes slipped disk in dogs neck,0.4,1.0,1.0,0.5,13
harvard university teachers salary,0.0,0.0,0.0,0.0,21
what is a hygrometer,0.0,0.3562071871080222,0.2890648263178879,0.0671423607901343,5
how to teach kids grit,0.0,0.5,0.3010299956639812,0.1989700043360188,4
what does the name raiden mean,0.0,1.0,1.0,0.0,21
what form is used to ask for parental custody of a minor child in florida,0.9,0.3562071871080222,0.3562071871080222,0.3562071871080222,3
time to charge capacitor in a flashlight,0.0,0.5,0.0,0.5,4
is julianne hough married,1.0,0.3010299956639812,0.3010299956639812,0.011965169346093318,1
what causes some beaches to be white,0.25,1.0,0.5,0.6437928128919779,8
meaning of the name jerubbaal,0.3,1.0,1.0,0.36907024642854247,15
weather in lisbon april,0.0,1.0,1.0,0.0,21
what creates an agency,0.0,1.0,1.0,0.0,21
largest global car companies,0.55,1.0,0.6309297535714575,1.0,7
what is cdr military,0.65,1.0,1.0,1.0,8
what causes someone to get a shaky hand,0.0,1.0,1.0,0.0,21
what does the word usury mean,0.65,0.5,0.5,0.5,8
liquid calcium magnesium citrate with vitamin d3,0.0,1.0,0.6309297535714575,0.36907024642854247,19
causes of hypoxia in adults,0.5,0.5,0.38685280723454163,0.11314719276545837,10
was/were established to settle disputes between the states.,0.0,1.0,0.6309297535714575,0.36907024642854247,18
otc for allergic rhinitis,0.4,1.0,1.0,0.6845351232142712,13
what is inversion,0.65,1.0,1.0,1.0,8
madelung disease symptoms,0.0,1.0,0.5,0.5,5
virus that stays inactive and starts execute on a specific day or time,0.0,1.0,0.3010299956639812,0.6989700043360187,17
how dangerous is a hippo,0.4,1.0,1.0,0.36907024642854247,13
meaning of ade,0.0,1.0,0.6309297535714575,0.36907024642854247,13
what causes someone to have stinky belches,0.4,0.43067655807339306,0.0,0.43067655807339306,2
what causes runner's knee,0.85,1.0,1.0,0.5,4
monounsaturated definition biology,0.0,1.0,1.0,0.0,21
mandibular fossa definition,0.3,1.0,1.0,0.6131471927654584,15
how long does group policy update take,0.05,1.0,0.6309297535714575,0.36907024642854247,19
fastest growing bonsai trees,0.25,1.0,1.0,0.5,16
interest rates types,0.1,1.0,0.6309297535714575,0.36907024642854247,16
moniker synonym,0.6,1.0,1.0,0.7109351736821121,9
what is a nuc hive,0.55,0.5,0.5,0.06932344192660694,10
do I need to change my door lock after moving to a new home,0.15,0.6309297535714575,0.6309297535714575,0.13092975357145753,18
phone number for charbroil grills,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
price per cubic foot of mulch,0.45,0.6309297535714575,0.6309297535714575,0.2975964202381242,12
what is akkadian,0.65,1.0,1.0,1.0,8
must pay employee within certain amount of time after discharge,0.0,0.43067655807339306,0.31546487678572877,0.11521168128766429,7
tear gland inflammation medical term,0.5,0.6309297535714575,0.6309297535714575,0.2440769463369159,11
what does no fear mean,0.95,0.3562071871080222,0.3562071871080222,0.3562071871080222,2
what are the virulence factors of anthrax?,0.0,0.0,0.0,0.0,21
does nexgard cause seizures,0.0,1.0,1.0,0.0,21
what is acupuncture,0.3,1.0,1.0,0.36907024642854247,15
mad dog liquor cost,0.0,1.0,1.0,0.0,21
define quintessential synonyms,0.0,1.0,0.3562071871080222,0.6437928128919779,13
what causes head gaskets to go bad,0.65,0.6309297535714575,0.6309297535714575,0.32989975790747633,8
what is hydrocephalus.,0.45,1.0,1.0,0.6666666666666667,12
what is a lanfill,0.0,0.0,0.0,0.0,21
how long does it take act scores to come in,1.0,0.5,0.5,0.5,1
define idiosyncratic,0.15,1.0,1.0,0.36907024642854247,18
what changed after obra was passed,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what causes st depression on ekg,0.4,1.0,1.0,0.36907024642854247,13
taryn meaning of name,0.0,0.5,0.38685280723454163,0.11314719276545837,9
medication for gum disease,0.9,1.0,1.0,1.0,3
what class is baclofen,0.0,0.6309297535714575,0.6309297535714575,0.0,21
difference between us senator and congressman,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what causes stock prices to drop,0.0,0.6309297535714575,0.3333333333333333,0.2975964202381242,3
what causes stock prices to drop,0.5,1.0,1.0,0.5,11
what is a utility tractor,0.0,1.0,0.5,0.5,7
what color is pepperdust,0.0,1.0,1.0,0.0,21
pronounce name valeria,0.4,1.0,1.0,0.36907024642854247,13
