seed,query_idx,query,system,hit@5,latency_ms,retrieved_ids,gt_ids
42,53,"Re: Clipper chip -- technical details Organization: Computer Science Dept,",A-MEM (approx),0,20.262,ng_1674|ng_410|ng_2067|ng_538|ng_953,ng_1397
42,54,Re: x86 ~= 680x0 ?? (How do they compare?) Distribution:,A-MEM (approx),1,22.3015,ng_2299|ng_173|ng_1645|ng_2168|ng_1081,ng_2168
42,55,"Subject: Don't fight Clipper Chip, subvert or replace it !",A-MEM (approx),0,21.0072,ng_1288|ng_1378|ng_1674|ng_538|ng_237,ng_485
42,56,"cheap products? Organization: Stratus Computer, Marlboro Ma. Lines: 22 NNTP-Post",A-MEM (approx),0,25.0989,ng_959|ng_1953|ng_1844|ng_1204|ng_61,ng_686
42,57,"Re: Asynchronous X Windows? Organization: CenterLine Software, Inc. Lines: 45",A-MEM (approx),1,23.1647,ng_866|ng_1116|ng_1171|ng_116|ng_894,ng_866
42,58,Re: Radio Electronics Free information card Nntp-Posting-Host: bopper2.phx.mcd.m,A-MEM (approx),1,27.8905,ng_65|ng_1879|ng_2061|ng_1489|ng_772,ng_1879
42,59,Re: HP DeskWriter 550C...Opinions? Feedback! In-Reply-To: phil@csc.liv.ac.uk's m,A-MEM (approx),1,29.7251,ng_1365|ng_2275|ng_1804|ng_1910|ng_1598,ng_2275
42,60,"Re: Pgp, PEM, and RFC's (Was: Cryptography Patents) Organization: Oce",A-MEM (approx),1,24.4326,ng_1433|ng_1998|ng_736|ng_109|ng_38,ng_109
42,61,up cable tv with an aerial. Lines: 37 Nntp-Posting-Host: wcsub.ctstateu.edu,A-MEM (approx),1,26.7353,ng_1942|ng_2009|ng_2078|ng_2159|ng_1301,ng_2009
42,62,"Subject: Athena Widgets Organization: University of North Dakota; Grand Forks,",A-MEM (approx),1,20.4142,ng_328|ng_351|ng_1276|ng_1339|ng_1152,ng_328
42,63,Re: Laser vs Bubblejet? Organization: Northeastern Ohio Universities College of,A-MEM (approx),1,20.6794,ng_1293|ng_1033|ng_219|ng_2263|ng_52,ng_2263
42,64,Subject: 10th International Obfuscated C Code Contest Opening (part 2,A-MEM (approx),1,20.7809,ng_14|ng_1157|ng_187|ng_176|ng_2164,ng_14
42,65,Subject: Re: Stereo sound problem (?) on mac games Organization:,A-MEM (approx),1,21.5064,ng_1414|ng_1437|ng_355|ng_1607|ng_2044,ng_1414
42,66,Re: Honors Degrees: Do they mean anything? Organization: Ford Motor,A-MEM (approx),1,20.7266,ng_823|ng_1735|ng_474|ng_2328|ng_744,ng_823
42,67,Radar detector DETECTORS? Organization: TRIUMF: Tri-University Meson Facility Li,A-MEM (approx),1,23.4552,ng_2153|ng_1688|ng_2273|ng_1945|ng_1488,ng_1688
42,68,Subject: X Error of failed request: BadPixmap (invalid Pixmap parameter),A-MEM (approx),1,22.9701,ng_649|ng_1732|ng_1554|ng_390|ng_204,ng_649
42,69,"Re: Once tapped, your code is no good any more.",A-MEM (approx),0,20.5213,ng_691|ng_1507|ng_1137|ng_1861|ng_1531,ng_1035
42,70,Re: Clipper chip -- technical details Organization: AT&T Bell Laboratories,A-MEM (approx),0,21.5834,ng_1448|ng_1674|ng_2061|ng_953|ng_538,ng_253
42,71,Re: Clipper considered harmful Organization: Express Access Online Communication,A-MEM (approx),0,20.8901,ng_726|ng_339|ng_2321|ng_1192|ng_473,ng_411
42,72,Subject: Re: Off the shelf cheap DES keyseach machine (Was:,A-MEM (approx),0,23.9539,ng_763|ng_466|ng_563|ng_2091|ng_139,ng_344
42,73,Subject: Re: Forcing a window manager to accept specific coordinates,A-MEM (approx),0,21.5942,ng_1099|ng_1538|ng_847|ng_1197|ng_1273,ng_1090
42,74,parking HD heads when iddle Nntp-Posting-Host: mvs.oac.ucla.edu Lines: 8 The,A-MEM (approx),1,26.2456,ng_1272|ng_2079|ng_235|ng_846|ng_551,ng_1272
42,75,"Subject: Re: Motif vs. [Athena, etc.] Organization: Bond University, AUSTRALIA",A-MEM (approx),1,21.9805,ng_2013|ng_859|ng_5|ng_158|ng_2255,ng_2013
42,76,Subject: xcursor4.1 Organization: National Center for Atmospheric Research Lines,A-MEM (approx),1,22.1828,ng_843|ng_378|ng_1000|ng_778|ng_1364,ng_843
42,77,"Re: subliminal message flashing on TV Organization: Hewlett-Packard, Fort Collin",A-MEM (approx),1,22.3682,ng_2327|ng_1432|ng_1046|ng_1318|ng_613,ng_1318
42,78,Quadras VRAM Question X-Xxmessage-Id: <A7F4F033E3012026@planet.imag.fr> X-Xxdate,A-MEM (approx),1,33.3425,ng_458|ng_978|ng_438|ng_436|ng_2049,ng_458
42,79,Re: How to the disks copy protected. Originator: sehari@du139-213.cc.iastate.edu,A-MEM (approx),1,27.5999,ng_2206|ng_2207|ng_2223|ng_775|ng_2192,ng_2207
42,80,Re: Secret algorithm [Re: Clipper Chip and crypto key-escrow] Organization:,A-MEM (approx),1,23.3942,ng_509|ng_21|ng_1382|ng_1796|ng_1492,ng_21
42,81,Subject: Real-Time Data Display Tool Organization: University of Michigan Engine,A-MEM (approx),1,30.5022,ng_1901|ng_894|ng_634|ng_461|ng_998,ng_1901
42,82,R4 Version of xrecplay Reply-To: mccoy@gothamcity.jsc.nasa.gov Organization: I-N,A-MEM (approx),1,29.8236,ng_378|ng_1573|ng_2140|ng_1266|ng_1648,ng_378
42,83,Re: Analog switches/Balanced Demodulators Distribution: na Organization: Univers,A-MEM (approx),1,23.4665,ng_984|ng_934|ng_1818|ng_1362|ng_1289,ng_934
42,84,"Salomon Brothers Inc., NY ) Subject: Re: Source of random",A-MEM (approx),0,22.1176,ng_1829|ng_1489|ng_976|ng_147|ng_384,ng_1634
42,85,"PSI Comstation 5 Organization: the ModemLink Network, Long Island, New",A-MEM (approx),1,30.2379,ng_1004|ng_2027|ng_483|ng_490|ng_444,ng_1004
42,86,how to boot from ext HD on power on ?,A-MEM (approx),1,26.6113,ng_1533|ng_2316|ng_1396|ng_2149|ng_1199,ng_1533
42,87,Subject: [EFF] Initial EFF Analysis of Clinton Privacy and Security,A-MEM (approx),1,21.7874,ng_949|ng_1389|ng_1944|ng_1560|ng_258,ng_1389
42,88,Re: How does it really work? (was Re: text of,A-MEM (approx),0,23.9923,ng_611|ng_1332|ng_1194|ng_1075|ng_2131,ng_377
42,89,re: WH announcement Reply-To: tuinstra@sunspot.ece.clarkson.edu.soe Organization,A-MEM (approx),0,31.5665,ng_1765|ng_1084|ng_2018|ng_214|ng_2123,ng_1123
42,90,player going wonky - advise needed ! Lines: 18 Organization:,A-MEM (approx),0,23.9172,ng_596|ng_1829|ng_86|ng_1379|ng_976,ng_593
42,91,"Racet Optical Organization: Computer Science Department, Boston University, Bost",A-MEM (approx),0,21.1154,ng_1803|ng_2251|ng_151|ng_1637|ng_336,ng_1656
42,92,Video cable options X-Xxmessage-Id: <A7F4A7E9FF0200ED@kimball-pc-316.stanford.ed,A-MEM (approx),1,34.6815,ng_1148|ng_87|ng_1161|ng_295|ng_547,ng_1148
42,93,Re: DESQview/X on a PC? Organization: AOTC - CSSC Lines:,A-MEM (approx),1,22.9087,ng_1790|ng_1608|ng_116|ng_1832|ng_2198,ng_1790
42,94,"german keyboard, X11R5 and Sparc Nntp-Posting-Host: polaris.informatik.uni-essen",A-MEM (approx),1,33.1866,ng_106|ng_1576|ng_1826|ng_2156|ng_1733,ng_106
42,95,Re: chip / chipset for code 39 barcode? Organization: Brock,A-MEM (approx),1,21.1106,ng_142|ng_190|ng_913|ng_1674|ng_1514,ng_142
42,96,"Subject: Re: Once tapped, your code is no good any",A-MEM (approx),0,20.0626,ng_2254|ng_691|ng_1507|ng_1137|ng_967,ng_1051
42,97,Subject: Re: Off the shelf cheap DES keyseach machine (Was:,A-MEM (approx),0,20.7082,ng_763|ng_466|ng_563|ng_2091|ng_139,ng_1377
42,98,Re: text of White House announcement and Q&As on clipper,A-MEM (approx),0,20.2504,ng_1331|ng_277|ng_40|ng_1347|ng_1078,ng_110
42,99,Re: How do they know what keys to ask for?,A-MEM (approx),1,19.8593,ng_699|ng_381|ng_1101|ng_1993|ng_878,ng_699
42,100,What is the JWT expiry policy for JWT Authentication?,A-MEM (approx),1,21.6244,wf01_s5_chunk_0|wf01_s1_chunk_0|wf01_d1_chunk_0|wf01_d2_chunk_0|wf01_d3_chunk_0,wf01_s1_chunk_0
42,101,How is JWT expiry implemented using PyJWT+Redis?,A-MEM (approx),1,22.9463,wf01_s1_chunk_0|wf01_s3_chunk_0|wf01_s4_chunk_0|wf01_s5_chunk_0|wf01_d2_chunk_0,wf01_s1_chunk_0
42,102,Find the backend standard for session token lifetime.,A-MEM (approx),1,19.7804,wf01_d3_chunk_0|wf01_d2_chunk_0|wf01_s1_chunk_0|wf01_s5_chunk_0|wf01_s3_chunk_0,wf01_s1_chunk_0|wf01_s4_chunk_0
42,103,Summarise the technical decision on session token lifetime during JWT Authentica,A-MEM (approx),0,21.6007,wf01_d3_chunk_0|wf01_d2_chunk_0|wf01_s5_chunk_0|wf01_d1_chunk_0|wf01_s1_chunk_0,wf01_s4_chunk_0
42,104,What is the final JWT expiry rule deployed to production after the sprint overri,A-MEM (approx),1,22.5189,wf01_s5_chunk_0|wf01_s3_chunk_0|wf01_s1_chunk_0|wf01_d1_chunk_0|wf01_d2_chunk_0,wf01_s5_chunk_0
42,105,"Was the temporary 60-minute expiry change kept, or did we revert to the original",A-MEM (approx),1,24.8886,wf01_d2_chunk_0|wf01_d3_chunk_0|wf01_d1_chunk_0|wf01_s5_chunk_0|wf01_s3_chunk_0,wf01_s3_chunk_0|wf01_s5_chunk_0
42,106,Which document defines 15-minute expiry as the approved JWT expiry setting?,A-MEM (approx),1,23.6093,wf01_d1_chunk_0|wf01_s5_chunk_0|wf01_d2_chunk_0|wf01_s1_chunk_0|wf01_s3_chunk_0,wf01_s1_chunk_0
42,107,Confirm the architecture decision that adopted 15-minute expiry for JWT Authenti,A-MEM (approx),1,21.6944,wf01_s5_chunk_0|wf01_d1_chunk_0|wf01_s1_chunk_0|wf01_d2_chunk_0|wf01_d3_chunk_0,wf01_s1_chunk_0
42,108,What is the primary keys policy for Database Schema?,A-MEM (approx),1,19.7476,wf02_d1_chunk_0|wf02_d2_chunk_0|wf02_d3_chunk_0|wf02_s5_chunk_0|wf02_s1_chunk_0,wf02_s1_chunk_0
42,109,How is primary keys implemented using Alembic+PostgreSQL?,A-MEM (approx),1,21.3228,wf02_s1_chunk_0|wf02_d2_chunk_0|wf02_d1_chunk_0|wf02_s3_chunk_0|wf02_s5_chunk_0,wf02_s1_chunk_0
42,110,Find the backend standard for row identifier scheme.,A-MEM (approx),1,21.1344,wf02_s4_chunk_0|wf02_s1_chunk_0|wf02_d3_chunk_0|wf12_s1_chunk_0|wf02_d2_chunk_0,wf02_s1_chunk_0|wf02_s4_chunk_0
42,111,Summarise the technical decision on row identifier scheme during Database Schema,A-MEM (approx),1,23.351,wf02_s4_chunk_0|wf02_d3_chunk_0|wf02_d1_chunk_0|wf02_s1_chunk_0|wf02_d2_chunk_0,wf02_s4_chunk_0
42,112,What is the final primary keys rule deployed to production after the sprint over,A-MEM (approx),1,21.6496,wf02_s5_chunk_0|wf02_d1_chunk_0|wf02_d2_chunk_0|wf02_s1_chunk_0|wf02_s3_chunk_0,wf02_s5_chunk_0
42,113,"Was the temporary auto-incrementing integer PKs change kept, or did we revert to",A-MEM (approx),1,27.2357,wf02_s3_chunk_0|wf02_s5_chunk_0|wf02_s1_chunk_0|wf02_d3_chunk_0|wf02_s4_chunk_0,wf02_s3_chunk_0|wf02_s5_chunk_0
42,114,Which document defines UUID primary keys as the approved primary keys setting?,A-MEM (approx),1,22.1263,wf02_s1_chunk_0|wf02_s5_chunk_0|wf02_d2_chunk_0|wf02_d1_chunk_0|wf02_d3_chunk_0,wf02_s1_chunk_0
42,115,Confirm the architecture decision that adopted UUID primary keys for Database Sc,A-MEM (approx),1,21.4046,wf02_s5_chunk_0|wf02_s1_chunk_0|wf02_d3_chunk_0|wf02_d2_chunk_0|wf02_d1_chunk_0,wf02_s1_chunk_0
42,116,What is the domain boundary policy for Microservice Context?,A-MEM (approx),1,21.3297,wf03_d1_chunk_0|wf03_s5_chunk_0|wf03_s1_chunk_0|wf03_d2_chunk_0|wf03_d3_chunk_0,wf03_s1_chunk_0
42,117,How is domain boundary implemented using gRPC+Protobuf?,A-MEM (approx),1,21.2271,wf03_s1_chunk_0|wf14_s1_chunk_0|wf14_d3_chunk_0|wf14_d2_chunk_0|wf03_s4_chunk_0,wf03_s1_chunk_0
42,118,Find the architecture standard for inter-service coupling.,A-MEM (approx),1,19.0873,wf03_d3_chunk_0|wf03_s1_chunk_0|wf03_s4_chunk_0|wf03_d2_chunk_0|wf03_d1_chunk_0,wf03_s1_chunk_0|wf03_s4_chunk_0
42,119,Summarise the technical decision on inter-service coupling during Microservice C,A-MEM (approx),0,21.9905,wf03_d3_chunk_0|wf03_d2_chunk_0|wf03_d1_chunk_0|wf03_s1_chunk_0|wf03_s5_chunk_0,wf03_s4_chunk_0
42,120,What is the final domain boundary rule deployed to production after the sprint o,A-MEM (approx),1,21.5689,wf03_s5_chunk_0|wf03_d1_chunk_0|wf03_s1_chunk_0|wf03_s3_chunk_0|wf14_s5_chunk_0,wf03_s5_chunk_0
42,121,"Was the temporary shared database schema change kept, or did we revert to the or",A-MEM (approx),1,24.3954,wf03_s3_chunk_0|wf15_s4_chunk_0|wf15_d3_chunk_0|wf03_d3_chunk_0|wf15_s5_chunk_0,wf03_s3_chunk_0|wf03_s5_chunk_0
42,122,Which document defines strict domain boundary as the approved domain boundary se,A-MEM (approx),1,19.7483,wf03_s5_chunk_0|wf03_s1_chunk_0|wf03_d1_chunk_0|wf03_s4_chunk_0|wf14_d3_chunk_0,wf03_s1_chunk_0
42,123,Confirm the architecture decision that adopted strict domain boundary for Micros,A-MEM (approx),1,24.8577,wf03_s5_chunk_0|wf03_d1_chunk_0|wf03_s1_chunk_0|wf03_d3_chunk_0|wf03_d2_chunk_0,wf03_s1_chunk_0
42,124,What is the PR approvals policy for CI/CD Pipeline?,A-MEM (approx),1,25.127,wf04_d2_chunk_0|wf04_s5_chunk_0|wf04_s1_chunk_0|wf04_d1_chunk_0|wf04_d3_chunk_0,wf04_s1_chunk_0
42,125,How is PR approvals implemented using GitHub Actions?,A-MEM (approx),1,21.063,wf04_s1_chunk_0|wf04_d2_chunk_0|wf04_s5_chunk_0|wf04_d1_chunk_0|wf04_s4_chunk_0,wf04_s1_chunk_0
42,126,Find the devops standard for merge gate policy.,A-MEM (approx),1,18.3898,wf04_s4_chunk_0|wf04_d3_chunk_0|wf04_s1_chunk_0|wf04_s5_chunk_0|wf04_d2_chunk_0,wf04_s1_chunk_0|wf04_s4_chunk_0
42,127,Summarise the technical decision on merge gate policy during CI/CD Pipeline desi,A-MEM (approx),1,21.3337,wf04_d3_chunk_0|wf04_s4_chunk_0|wf04_s1_chunk_0|wf04_s5_chunk_0|wf04_d2_chunk_0,wf04_s4_chunk_0
42,128,What is the final PR approvals rule deployed to production after the sprint over,A-MEM (approx),1,21.4608,wf04_s5_chunk_0|wf04_s3_chunk_0|wf04_d2_chunk_0|wf04_d1_chunk_0|wf04_s1_chunk_0,wf04_s5_chunk_0
42,129,"Was the temporary admin bypass override change kept, or did we revert to the ori",A-MEM (approx),1,24.1771,wf04_s3_chunk_0|wf19_s5_chunk_0|wf04_s5_chunk_0|wf04_s4_chunk_0|wf16_s3_chunk_0,wf04_s3_chunk_0|wf04_s5_chunk_0
42,130,Which document defines require 2 PR approvals as the approved PR approvals setti,A-MEM (approx),1,27.1994,wf04_d2_chunk_0|wf04_d1_chunk_0|wf04_s5_chunk_0|wf04_s1_chunk_0|wf16_d1_chunk_0,wf04_s1_chunk_0
42,131,Confirm the architecture decision that adopted require 2 PR approvals for CI/CD ,A-MEM (approx),1,32.4558,wf04_s1_chunk_0|wf04_d2_chunk_0|wf04_s5_chunk_0|wf04_d1_chunk_0|wf04_d3_chunk_0,wf04_s1_chunk_0
42,132,What is the trace sampling policy for Observability Stack?,A-MEM (approx),1,22.5448,wf05_d2_chunk_0|wf05_s5_chunk_0|wf05_s1_chunk_0|wf05_d1_chunk_0|wf05_d3_chunk_0,wf05_s1_chunk_0
42,133,How is trace sampling implemented using OpenTelemetry?,A-MEM (approx),1,20.6366,wf05_s1_chunk_0|wf05_d2_chunk_0|wf05_s3_chunk_0|wf05_d3_chunk_0|wf05_d1_chunk_0,wf05_s1_chunk_0
42,134,Find the devops standard for telemetry capture rate.,A-MEM (approx),1,22.1953,wf05_s4_chunk_0|ng_2127|wf05_s1_chunk_0|wf05_d2_chunk_0|wf05_d1_chunk_0,wf05_s1_chunk_0|wf05_s4_chunk_0
42,135,Summarise the technical decision on telemetry capture rate during Observability ,A-MEM (approx),1,23.192,wf05_s1_chunk_0|wf05_s4_chunk_0|wf05_d1_chunk_0|wf05_d3_chunk_0|wf05_d2_chunk_0,wf05_s4_chunk_0
42,136,What is the final trace sampling rule deployed to production after the sprint ov,A-MEM (approx),1,20.8053,wf05_s3_chunk_0|wf05_s5_chunk_0|wf05_d2_chunk_0|wf05_d1_chunk_0|wf05_d3_chunk_0,wf05_s5_chunk_0
42,137,"Was the temporary 100% full trace sampling change kept, or did we revert to the ",A-MEM (approx),1,25.1709,wf05_d2_chunk_0|wf05_s3_chunk_0|wf05_s1_chunk_0|wf05_d1_chunk_0|wf05_s5_chunk_0,wf05_s3_chunk_0|wf05_s5_chunk_0
42,138,Which document defines 10% trace sampling as the approved trace sampling setting,A-MEM (approx),1,20.5011,wf05_d2_chunk_0|wf05_d1_chunk_0|wf05_s5_chunk_0|wf05_s1_chunk_0|wf05_d3_chunk_0,wf05_s1_chunk_0
42,139,Confirm the architecture decision that adopted 10% trace sampling for Observabil,A-MEM (approx),1,22.3352,wf05_s1_chunk_0|wf05_d2_chunk_0|wf05_d1_chunk_0|wf05_s5_chunk_0|wf05_d3_chunk_0,wf05_s1_chunk_0
42,140,What is the rate limit policy for API Gateway Rate Limiting?,A-MEM (approx),1,20.0446,wf06_d2_chunk_0|wf06_s5_chunk_0|wf06_d3_chunk_0|wf06_d1_chunk_0|wf06_s1_chunk_0,wf06_s1_chunk_0
42,141,How is rate limit implemented using nginx+Lua?,A-MEM (approx),1,20.018,wf06_s1_chunk_0|wf06_s3_chunk_0|wf06_s4_chunk_0|wf06_d2_chunk_0|wf06_d1_chunk_0,wf06_s1_chunk_0
42,142,Find the backend standard for inbound request throttle.,A-MEM (approx),1,20.1981,wf06_s4_chunk_0|wf06_s5_chunk_0|wf06_s1_chunk_0|wf06_d3_chunk_0|wf06_d2_chunk_0,wf06_s1_chunk_0|wf06_s4_chunk_0
42,143,Summarise the technical decision on inbound request throttle during API Gateway ,A-MEM (approx),1,23.1707,wf06_s4_chunk_0|wf06_d3_chunk_0|wf06_d1_chunk_0|wf06_s5_chunk_0|wf06_d2_chunk_0,wf06_s4_chunk_0
42,144,What is the final rate limit rule deployed to production after the sprint overri,A-MEM (approx),1,22.1988,wf06_s3_chunk_0|wf06_s5_chunk_0|wf06_d1_chunk_0|wf06_d2_chunk_0|wf06_s1_chunk_0,wf06_s5_chunk_0
42,145,"Was the temporary unlimited bursting change kept, or did we revert to the origin",A-MEM (approx),1,23.6098,wf06_s3_chunk_0|wf06_s5_chunk_0|wf06_d3_chunk_0|wf06_d1_chunk_0|wf06_s4_chunk_0,wf06_s3_chunk_0|wf06_s5_chunk_0
42,146,Which document defines 100 RPM rate limit as the approved rate limit setting?,A-MEM (approx),1,20.9258,wf06_d2_chunk_0|wf06_d1_chunk_0|wf06_d3_chunk_0|wf06_s5_chunk_0|wf06_s1_chunk_0,wf06_s1_chunk_0
42,147,Confirm the architecture decision that adopted 100 RPM rate limit for API Gatewa,A-MEM (approx),1,21.807,wf06_d3_chunk_0|wf06_s5_chunk_0|wf06_d1_chunk_0|wf06_d2_chunk_0|wf06_s1_chunk_0,wf06_s1_chunk_0
42,148,What is the cache TTL policy for Distributed Caching?,A-MEM (approx),1,20.9534,wf07_d2_chunk_0|wf07_s5_chunk_0|wf07_d3_chunk_0|wf07_d1_chunk_0|wf07_s1_chunk_0,wf07_s1_chunk_0
42,149,How is cache TTL implemented using redis-py?,A-MEM (approx),1,21.1576,wf07_s1_chunk_0|wf07_d2_chunk_0|wf07_d3_chunk_0|wf07_d1_chunk_0|wf07_s5_chunk_0,wf07_s1_chunk_0
42,0,Passwords From: pgut1@cs.aukuni.ac.nz (Peter Gutmann) Organization: Computer Sci,LangChain MMR,1,44.7177,wf20_s4_chunk_0|ng_474|ng_1073|ng_1911|ng_1287,ng_1287
42,1,"Problems with A/ROSE Organization: CS Department, Dortmund University, Germany L",LangChain MMR,1,34.9945,ng_1971|ng_1379|ng_823|ng_1473|ng_242,ng_1971
42,2,mark@trident.datasys.swri.edu (Mark D. Collier) Organization: Southwest Research,LangChain MMR,0,42.8457,ng_1767|wf02_d3_chunk_0|ng_1880|ng_1435|ng_141,ng_933
42,3,Re: Do we need the clipper for cheap security? Organization:,LangChain MMR,0,32.2441,ng_1355|ng_1331|ng_209|ng_1327|ng_893,ng_2276
42,4,"Subject: driver ?? Organization: Sophomore, Mechanical Engineering, Carnegie Mel",LangChain MMR,0,34.1689,ng_823|ng_801|ng_1644|ng_465|ng_1267,ng_1178
42,5,"Re: Once tapped, your code is no good any more.",LangChain MMR,0,30.6767,ng_691|ng_1290|ng_2254|ng_2266|ng_1295,ng_861
42,6,C++ and C for OS/2 Organization: The Internet Lines: 9,LangChain MMR,1,32.0027,ng_1047|ng_2027|ng_404|ng_2097|ng_1969,ng_1047
42,7,"Pioneer Laser player Organization: Univ of Rochester, College of Engineering",LangChain MMR,1,31.6611,ng_542|ng_2205|ng_1033|ng_1743|ng_1201,ng_542
42,8,Subject: Re: Adding VRAM to Quadra 800 ? Keywords: VRAM,LangChain MMR,1,33.0829,ng_2049|ng_1980|ng_203|ng_149|ng_1344,ng_2049
42,9,Re: opinions of RC2 alg. Reply-To: bontchev@fbihh.informatik.uni-hamburg.de Orga,LangChain MMR,0,44.1294,ng_942|ng_1736|ng_1827|ng_229|ng_989,ng_784
42,10,Re: 24-bit Static color: will clients like it? Organization: Dept.,LangChain MMR,0,32.9952,ng_1916|ng_2027|wf16_d3_chunk_0|ng_2179|ng_439,ng_256
42,11,Re: Clipper Chip and crypto key-escrow Organization: Memex Information Systems,LangChain MMR,1,35.0009,ng_1021|ng_68|ng_308|ng_865|ng_1565,ng_865
42,12,FOR SALE - MACINTOSH SE/30 Organization: SRL Data Lines: 26,LangChain MMR,1,30.3475,ng_667|ng_405|ng_1480|ng_1111|ng_296,ng_667
42,13,Subject: Sound Recording for Mac Portable? Reply-To: aa341@Freenet.carleton.ca (,LangChain MMR,1,38.2021,ng_296|ng_2211|ng_1792|ng_159|ng_218,ng_296
42,14,"font problem.... Organization: Department of Mathematics, Queen's University at ",LangChain MMR,0,34.7359,ng_1064|ng_1379|ng_586|ng_279|ng_1261,ng_241
42,15,Re: text of White House announcement and Q&As on clipper,LangChain MMR,0,35.4592,ng_1331|ng_1724|ng_1371|ng_849|ng_820,ng_161
42,16,- Asleep by Night) Subject: Re: Los Angeles Freeway traffic,LangChain MMR,0,31.3846,ng_1005|ng_2074|ng_1272|ng_1549|ng_1282,ng_453
42,17,"Subject: Re: Radar detector DETECTORS? Organization: Iowa State University, Ames",LangChain MMR,0,32.8525,ng_2153|ng_2110|ng_1998|ng_358|ng_512,ng_292
42,18,Subject: Re: electronic odometers (was: Used BMW Question ..... ???),LangChain MMR,1,38.5576,ng_1516|ng_276|ng_971|ng_1586|ng_2194,ng_1516
42,19,Re: help - how to construct home-built battery for 3rd,LangChain MMR,0,29.7965,ng_8|ng_401|ng_1085|ng_382|ng_2029,ng_995
42,20,SUMMARY xon and X11R5 Nntp-Posting-Host: bobasun Organization: TI Semiconductor ,LangChain MMR,1,38.7816,ng_78|ng_360|ng_6|ng_487|ng_1483,ng_78
42,21,Re: Radar detector DETECTORS? Nntp-Posting-Host: aisun1.ai.uga.edu Organization:,LangChain MMR,1,42.1938,ng_2153|ng_2110|ng_1767|ng_358|ng_512,ng_2153
42,22,with Rasterops TC Colorboard From: mark@comp.vuw.ac.nz (Mark Davies) Distributio,LangChain MMR,1,39.6529,ng_42|ng_1286|ng_1421|ng_384|ng_397,ng_42
42,23,Re: History question Organization: NASA Langley Research Center and Reptile,LangChain MMR,0,30.6485,ng_1968|ng_1378|ng_808|ng_1267|ng_1969,ng_1972
42,24,Subject: Re: text of White House announcement and Q&As on,LangChain MMR,0,32.5115,ng_1724|ng_1988|ng_1829|ng_1250|ng_1331,ng_953
42,25,Subject: X Graphics Accelerators Organization: The Internet Lines: 7 NNTP-Postin,LangChain MMR,0,45.091,ng_487|ng_1143|ng_1110|ng_2181|ng_78,ng_841
42,26,Radar detector DETECTORS? Organization: At UT? That's a joke. Lines:,LangChain MMR,0,39.1877,ng_2153|ng_2204|ng_2110|ng_594|ng_512,ng_2215
42,27,What is the current Rom Version shipping in Syquest drives?,LangChain MMR,1,39.2595,ng_117|ng_1548|ng_1450|ng_864|ng_1053,ng_117
42,28,"Any recent information on Frescoe? Organization: CenterLine Software, Inc. Lines",LangChain MMR,1,38.057,ng_2150|wf19_s4_chunk_0|ng_1562|ng_1333|ng_1678,ng_2150
42,29,Re: Off the shelf cheap DES keyseach machine Organization: AT&T,LangChain MMR,0,32.4036,ng_763|ng_2303|ng_220|ng_1599|ng_1617,ng_702
42,30,Re: Los Angeles Freeway traffic reports Organization: RAND Lines: 29,LangChain MMR,1,36.0892,ng_1005|ng_1379|ng_2139|ng_1251|ng_71,ng_1005
42,31,"Re: Pgp, PEM, and RFC's (Was: Cryptography Patents) Organization: Oce",LangChain MMR,0,39.5489,ng_1433|ng_849|ng_1998|ng_365|ng_660,ng_707
42,32,"Re: Conductive Plastic, what happened? Organization: Litton Systems, Toronto ONT",LangChain MMR,1,34.9834,ng_1496|ng_1644|ng_1425|ng_690|ng_2166,ng_1496
42,33,Subscription Organization: The Internet Lines: 7 To: xpert@expo.lcs.mit.edu Plea,LangChain MMR,0,38.9717,ng_1379|ng_2094|ng_2284|ng_1302|ng_1491,ng_368
42,34,"do Nuclear Site's Cooling Towers do? Organization: University of Technology,",LangChain MMR,0,32.1706,ng_2032|ng_2080|ng_2153|wf20_s1_chunk_0|ng_1896,ng_1921
42,35,Subject: Re: Centris Cache & Bernoulli Box Article-I.D.: snll-arp.519 Distributi,LangChain MMR,1,42.0175,ng_2250|ng_235|ng_702|ng_789|wf07_d3_chunk_0,ng_2250
42,36,Subject: 40MHZ Oscilloscope FOR SALE Organization: NETCOM On-line Communication ,LangChain MMR,1,37.3909,ng_757|ng_2027|ng_2179|ng_2071|ng_979,ng_757
42,37,Re: Do we need the clipper for cheap security? Organization:,LangChain MMR,0,34.8192,ng_1355|ng_1331|ng_209|ng_1327|ng_893,ng_895
42,38,XWindows always opaque Summary: is there a way for a,LangChain MMR,1,34.312,ng_1779|ng_249|ng_85|ng_1628|ng_818,ng_1779
42,39,"Re: The battle is joined Organization: Harvey Mudd College, Claremont,",LangChain MMR,0,34.242,ng_1267|ng_2315|ng_823|ng_596|ng_368,ng_470
42,40,Re: The [secret] source of that announcement Lines: 19 Even,LangChain MMR,0,34.8894,ng_1565|wf20_d2_chunk_0|ng_1968|ng_14|ng_1489,ng_2083
42,41,"Re: Once tapped, your code is no good any more.",LangChain MMR,0,33.2601,ng_691|ng_1290|ng_2254|ng_2266|ng_1295,ng_658
42,42,color on button on enter window. Distribution: usa Organization: UB,LangChain MMR,1,34.8403,ng_1666|ng_1198|ng_1435|ng_223|ng_1545,ng_1666
