dataset,query_idx,query,system,recall@1,recall@3,recall@5,mrr,latency_ms,retrieved,relevant
CodeSearchNet,974,"r""""""A lower bound on the entropy of this mixture model.

    The bound below is not always very tight, and its usefulnes",dense,1.0,1.0,1.0,1.0,3.0048,974|1123|1521|1497|1520,974
CodeSearchNet,975,Get a list of num_components batchwise probabilities.,dense,1.0,1.0,1.0,1.0,3.0048,975|1606|1026|1295|1770,975
CodeSearchNet,976,"Validate `outcomes`, `logits` and `probs`'s shapes.",dense,0.0,1.0,1.0,0.5,3.0048,1329|976|914|1222|1429,976
CodeSearchNet,977,"Attempt to import tensorflow, and ensure its version is sufficient.

  Raises:
    ImportError: if either tensorflow is ",dense,1.0,1.0,1.0,1.0,3.0048,977|1706|1732|1121|1320,977
CodeSearchNet,978,"Bayesian logistic regression, which returns labels given features.",dense,1.0,1.0,1.0,1.0,3.0048,978|1693|1769|950|1459,978
CodeSearchNet,979,Builds the Covertype data set.,dense,1.0,1.0,1.0,1.0,3.0048,979|1482|1244|1275|1636,979
CodeSearchNet,980,"Batchwise KL divergence KL(d1 || d2) with d1 and d2 Dirichlet.

  Args:
    d1: instance of a Dirichlet distribution obj",dense,1.0,1.0,1.0,1.0,3.0048,980|1565|971|1410|1548,980
CodeSearchNet,981,Checks the validity of the concentration parameter.,dense,1.0,1.0,1.0,1.0,3.0048,981|1429|1549|1428|1551,981
CodeSearchNet,982,Checks the validity of a sample.,dense,0.0,1.0,1.0,0.5,3.0048,1411|982|1224|1429|1430,982
CodeSearchNet,983,"Auto correlation along one axis.

  Given a `1-D` wide sense stationary (WSS) sequence `X`, the auto correlation
  `RXX`",dense,1.0,1.0,1.0,1.0,3.0048,983|986|985|1302|1148,983
CodeSearchNet,984,"Cholesky factor of the covariance matrix of vector-variate random samples.

  This function can be use to fit a multivar",dense,1.0,1.0,1.0,1.0,3.0048,984|1140|1045|1381|1380,984
CodeSearchNet,985,"Sample covariance between observations indexed by `event_axis`.

  Given `N` samples of scalar random variables `X` and ",dense,1.0,1.0,1.0,1.0,3.0048,985|986|988|1380|1045,985
CodeSearchNet,986,"Sample correlation (Pearson) between observations indexed by `event_axis`.

  Given `N` samples of scalar random variabl",dense,1.0,1.0,1.0,1.0,3.0048,986|985|1545|1547|988,986
CodeSearchNet,987,"Estimate standard deviation using samples.

  Given `N` samples of scalar valued random variable `X`, standard deviation",dense,1.0,1.0,1.0,1.0,3.0048,987|988|1314|1047|985,987
CodeSearchNet,988,"Estimate variance using samples.

  Given `N` samples of scalar valued random variable `X`, variance may
  be estimated ",dense,1.0,1.0,1.0,1.0,3.0048,988|985|987|1140|1047,988
CodeSearchNet,989,"Return a list (preferred) or 1d Tensor from values, if values.ndims < 2.",dense,1.0,1.0,1.0,1.0,3.0048,989|1359|1533|1345|1417,989
CodeSearchNet,990,Rectify possibly negatively axis. Prefer return Python list.,dense,1.0,1.0,1.0,1.0,3.0048,990|1491|1093|1323|1092,990
CodeSearchNet,991,A version of squeeze that works with dynamic axis.,dense,1.0,1.0,1.0,1.0,3.0048,991|628|1790|1152|990,991
CodeSearchNet,992,"Calculate the batched KL divergence KL(n_a || n_b) with n_a and n_b Normal.

  Args:
    n_a: instance of a Normal distr",dense,1.0,1.0,1.0,1.0,3.0048,992|1565|1478|971|1145,992
CodeSearchNet,993,Standardize input `x` to a unit normal.,dense,1.0,1.0,1.0,1.0,3.0048,993|1115|994|1180|987,993
CodeSearchNet,994,Reconstruct input `x` from a its normalized version.,dense,1.0,1.0,1.0,1.0,3.0048,994|993|1079|1261|1220,994
CodeSearchNet,995,Build the transition matrix for a semi-local linear trend model.,dense,1.0,1.0,1.0,1.0,3.0048,995|996|1368|1619|1620,995
CodeSearchNet,996,Build the transition noise model for a semi-local linear trend model.,dense,1.0,1.0,1.0,1.0,3.0048,996|995|1619|1368|1620,996
CodeSearchNet,997,"r""""""Returns a sample from the `dim` dimensional Halton sequence.

  Warning: The sequence elements take values only betw",dense,1.0,1.0,1.0,1.0,3.0048,997|1000|1488|1545|1140,997
CodeSearchNet,998,Applies the Owen (2017) randomization to the coefficients.,dense,1.0,1.0,1.0,1.0,3.0048,998|961|1620|1209|1286,998
CodeSearchNet,999,"Uniform iid sample from the space of permutations.

  Draws a sample of size `num_results` from the group of permutation",dense,1.0,1.0,1.0,1.0,3.0048,999|1606|1337|998|1580,999
CodeSearchNet,1000,"Generates starting points for the Halton sequence procedure.

  The k'th element of the sequence is generated starting f",dense,1.0,1.0,1.0,1.0,3.0048,1000|997|1559|1555|1332,1000
CodeSearchNet,1001,"Computes the number of terms in the place value expansion.

  Let num = a0 + a1 b + a2 b^2 + ... ak b^k be the place val",dense,1.0,1.0,1.0,1.0,3.0048,1001|1346|1337|1109|1329,1001
CodeSearchNet,1002,Returns sorted array of primes such that `2 <= prime < n`.,dense,1.0,1.0,1.0,1.0,3.0048,1002|1093|1092|608|607,1002
CodeSearchNet,1003,Returns the machine epsilon for the supplied dtype.,dense,1.0,1.0,1.0,1.0,3.0048,1003|1330|1331|1246|1247,1003
CodeSearchNet,1004,"The Hager Zhang line search algorithm.

  Performs an inexact line search based on the algorithm of
  [Hager and Zhang (",dense,1.0,1.0,1.0,1.0,3.0048,1004|1414|1007|1441|1006,1004
CodeSearchNet,1005,Shrinks the input step size until the value and grad become finite.,dense,1.0,1.0,1.0,1.0,3.0048,1005|1210|1176|1627|1450,1005
CodeSearchNet,1006,"Brackets the minimum and performs a line search.

  Args:
    value_and_gradients_function: A Python callable that accep",dense,1.0,1.0,1.0,1.0,3.0048,1006|1007|1009|1441|1442,1006
CodeSearchNet,1007,"The main loop of line search after the minimum has been bracketed.

  Args:
    value_and_gradients_function: A Python c",dense,1.0,1.0,1.0,1.0,3.0048,1007|1006|1009|1004|1441,1007
CodeSearchNet,1008,Performs bisection and updates the interval.,dense,1.0,1.0,1.0,1.0,3.0048,1008|1443|1442|1440|1160,1008
CodeSearchNet,1009,"Prepares the arguments for the line search initialization.

  Args:
    value_and_gradients_function: A Python callable ",dense,0.0,1.0,1.0,0.5,3.0048,1007|1009|1006|1004|1414,1009
CodeSearchNet,1010,Converts a bool tensor to a string with True/False values.,dense,1.0,1.0,1.0,1.0,3.0048,1010|1248|967|1288|1564,1010
CodeSearchNet,1011,Wrapper for tf.Print which supports lists and namedtuples for printing.,dense,1.0,1.0,1.0,1.0,3.0048,1011|1253|1396|1254|1143,1011
CodeSearchNet,1012,"Batched KL divergence `KL(a || b)` for multivariate Normals.

  With `X`, `Y` both multivariate Normals in `R^k` with me",dense,1.0,1.0,1.0,1.0,3.0048,1012|992|1478|929|1142,1012
CodeSearchNet,1013,"Use Gauss-Hermite quadrature to form quadrature on `K - 1` simplex.

  A `SoftmaxNormal` random variable `Y` may be gene",dense,1.0,1.0,1.0,1.0,3.0048,1013|1014|1154|1155|1021,1013
CodeSearchNet,1014,"Use SoftmaxNormal quantiles to form quadrature on `K - 1` simplex.

  A `SoftmaxNormal` random variable `Y` may be gener",dense,1.0,1.0,1.0,1.0,3.0048,1014|1013|1155|1154|1021,1014
CodeSearchNet,1015,Helper which checks validity of `loc` and `scale` init args.,dense,1.0,1.0,1.0,1.0,3.0048,1015|1179|1319|1061|1218,1015
CodeSearchNet,1016,Helper to infer batch_shape and event_shape.,dense,1.0,1.0,1.0,1.0,3.0048,1016|1084|1317|1085|1363,1016
CodeSearchNet,1017,Helper which interpolates between two locs.,dense,1.0,1.0,1.0,1.0,3.0048,1017|1511|1512|1513|1437,1017
CodeSearchNet,1018,Helper which interpolates between two scales.,dense,1.0,1.0,1.0,1.0,3.0048,1018|1511|1017|783|1512,1018
CodeSearchNet,1019,Creates weighted `LinOp` from existing `LinOp`.,dense,1.0,1.0,1.0,1.0,3.0048,1019|1179|1479|1697|1373,1019
CodeSearchNet,1020,"Concatenates input vectors, statically if possible.",dense,1.0,1.0,1.0,1.0,3.0048,1020|1724|1579|1600|1806,1020
CodeSearchNet,1021,Equivalent to tf.nn.softmax but works around b/70297725.,dense,1.0,1.0,1.0,1.0,3.0048,1021|1919|975|1918|1756,1021
CodeSearchNet,1022,"Ensures `self.distribution.mean()` has `[batch, event]` shape.",dense,1.0,1.0,1.0,1.0,3.0048,1022|1683|1046|920|1317,1022
CodeSearchNet,1023,Multiply tensor of vectors by matrices assuming values stored are logs.,dense,1.0,1.0,1.0,1.0,3.0048,1023|1024|1522|1346|924,1023
CodeSearchNet,1024,Multiply tensor of matrices by vectors assuming values stored are logs.,dense,0.0,1.0,1.0,0.5,2.9877,1023|1024|1522|1346|924,1024
CodeSearchNet,1025,Multiply tensor of vectors by matrices.,dense,1.0,1.0,1.0,1.0,2.9877,1025|1023|1024|1531|1532,1025
CodeSearchNet,1026,Tabulate log probabilities from a batch of distributions.,dense,1.0,1.0,1.0,1.0,2.9877,1026|975|1031|1565|1089,1026
CodeSearchNet,1027,Compute marginal pdf for each individual observable.,dense,1.0,1.0,1.0,1.0,2.9877,1027|1107|1028|1123|1045,1027
CodeSearchNet,1028,"Compute marginal posterior distribution for each state.

    This function computes, for each time step, the marginal
  ",dense,1.0,1.0,1.0,1.0,2.9877,1028|1029|1365|1375|1364,1028
CodeSearchNet,1029,"Compute maximum likelihood sequence of hidden states.

    When this function is provided with a sequence of observation",dense,1.0,1.0,1.0,1.0,2.9877,1029|1028|1112|1035|1452,1029
CodeSearchNet,1030,Chooses a random direction in the event space.,dense,1.0,1.0,1.0,1.0,2.9877,1030|1474|970|1036|1286,1030
CodeSearchNet,1031,"Applies a single iteration of slice sampling update.

  Applies hit and run style slice sampling. Chooses a uniform rand",dense,1.0,1.0,1.0,1.0,2.9877,1031|1164|1035|1064|1163,1031
CodeSearchNet,1032,Helper which computes `fn_result` if needed.,dense,1.0,1.0,1.0,1.0,2.9877,1032|1053|1188|1310|1212,1032
CodeSearchNet,1033,"Pads the shape of x to the right to be of rank final_rank.

  Expands the dims of `x` to the right such that its rank is",dense,1.0,1.0,1.0,1.0,2.9877,1033|1350|1533|1534|1361,1033
CodeSearchNet,1034,Processes input args to meet list-like assumptions.,dense,0.0,0.0,0.0,0.0,2.9877,1982|1214|1942|955|713,1034
CodeSearchNet,1035,"Runs one iteration of Slice Sampler.

    Args:
      current_state: `Tensor` or Python `list` of `Tensor`s representing",dense,1.0,1.0,1.0,1.0,2.9877,1035|1064|1452|1112|1524,1035
CodeSearchNet,1036,"Initialize from a uniform [-2, 2] distribution in unconstrained space.

  Args:
    parameter: `sts.Parameter` named tup",dense,1.0,1.0,1.0,1.0,2.9877,1036|1363|1286|1559|1073,1036
CodeSearchNet,1037,Built a transformed-normal variational dist over a parameter's support.,dense,1.0,1.0,1.0,1.0,2.9877,1037|1122|1123|1204|1614,1037
CodeSearchNet,1038,"Build a loss function for variational inference in STS models.

  Variational inference searches for the distribution wi",dense,1.0,1.0,1.0,1.0,2.9877,1038|1040|1125|1126|1393,1038
CodeSearchNet,1039,Run an optimizer within the graph to minimize a loss function.,dense,1.0,1.0,1.0,1.0,2.9877,1039|1263|1238|1237|1614,1039
CodeSearchNet,1040,"Draw posterior samples using Hamiltonian Monte Carlo (HMC).

  Markov chain Monte Carlo (MCMC) methods are considered th",dense,1.0,1.0,1.0,1.0,2.9877,1040|1038|1460|1165|1028,1040
CodeSearchNet,1041,"Compute mean and variance, accounting for a mask.

  Args:
    time_series_tensor: float `Tensor` time series of shape
 ",dense,1.0,1.0,1.0,1.0,2.9877,1041|920|1042|1047|1377,1041
CodeSearchNet,1042,"Get the first unmasked entry of each time series in the batch.

  Args:
    time_series_tensor: float `Tensor` of shape ",dense,1.0,1.0,1.0,1.0,2.9877,1042|1041|1049|1085|1419,1042
CodeSearchNet,1043,"Get broadcast batch shape from distributions, statically if possible.",dense,1.0,1.0,1.0,1.0,2.9877,1043|1084|1085|1419|1363,1043
CodeSearchNet,1044,Expand the observed time series with extra batch dimension(s).,dense,0.0,1.0,1.0,0.5,2.9877,1048|1044|1517|1075|1738,1044
CodeSearchNet,1045,"Combine MultivariateNormals into a factored joint distribution.

   Given a list of multivariate normal distributions
  ",dense,1.0,1.0,1.0,1.0,2.9877,1045|1046|1107|1070|1075,1045
CodeSearchNet,1046,"Attempt to sum MultivariateNormal distributions.

  The sum of (multivariate) normal random variables is itself (multiva",dense,1.0,1.0,1.0,1.0,2.9877,1046|1045|1070|1075|1022,1046
CodeSearchNet,1047,"Compute statistics of a provided time series, as heuristic initialization.

  Args:
    observed_time_series: `Tensor` r",dense,1.0,1.0,1.0,1.0,2.9877,1047|1041|1144|1379|921,1047
CodeSearchNet,1048,"Ensures `observed_time_series_tensor` has a trailing dimension of size 1.

  The `tfd.LinearGaussianStateSpaceModel` Dis",dense,1.0,1.0,1.0,1.0,2.9877,1048|1049|1044|921|1089,1048
CodeSearchNet,1049,"Extract a Tensor with canonical shape and optional mask.

  Args:
    maybe_masked_observed_time_series: a `Tensor`-like",dense,1.0,1.0,1.0,1.0,2.9877,1049|1041|1042|1126|921,1049
CodeSearchNet,1050,"Construct a predictive normal distribution that mixes over posterior draws.

  Args:
    means: float `Tensor` of shape
",dense,1.0,1.0,1.0,1.0,2.9877,1050|1080|1321|1037|1081,1050
CodeSearchNet,1051,"Calculate the batched KL divergence KL(a || b) with a and b Uniform.

  Note that the KL divergence is infinite if the s",dense,1.0,1.0,1.0,1.0,2.9877,1051|1565|971|1145|1477,1051
CodeSearchNet,1052,`high - low`.,dense,1.0,1.0,1.0,1.0,2.9877,1052|1147|1333|866|1846,1052
CodeSearchNet,1053,"Factory for making summary statistics, eg, mean, mode, stddev.",dense,1.0,1.0,1.0,1.0,2.9877,1053|1068|1144|335|1314,1053
CodeSearchNet,1054,"Creates `dist_fn_wrapped` which calls `dist_fn` with all prev nodes.

  Args:
    i: Python `int` corresponding to posit",dense,1.0,1.0,1.0,1.0,2.9877,1054|1612|1188|955|1058,1054
CodeSearchNet,1055,Uses arg names to resolve distribution names.,dense,0.0,1.0,1.0,0.5,2.9877,916|1055|1054|1982|917,1055
CodeSearchNet,1056,Returns the distribution's required args.,dense,1.0,1.0,1.0,1.0,2.9877,1056|1411|1055|1061|917,1056
CodeSearchNet,1057,"Calculate the KL divergence between two `JointDistributionSequential`s.

  Args:
    d0: instance of a `JointDistributio",dense,1.0,1.0,1.0,1.0,2.9877,1057|971|1565|1468|1623,1057
CodeSearchNet,1058,"Creates `dist_fn`, `dist_fn_wrapped`, `dist_fn_args`.",dense,1.0,1.0,1.0,1.0,2.9877,1058|1054|1613|1612|1188,1058
CodeSearchNet,1059,"Creates a `tuple` of `tuple`s of dependencies.

    This function is **experimental**. That said, we encourage its use
 ",dense,1.0,1.0,1.0,1.0,2.9877,1059|1353|1073|1181|1191,1059
CodeSearchNet,1060,Shannon entropy in nats.,dense,1.0,1.0,1.0,1.0,2.9877,1060|1497|1469|974|1504,1060
CodeSearchNet,1061,"Decorator function for argument bounds checking.

  This decorator is meant to be used with methods that require the fir",dense,1.0,1.0,1.0,1.0,2.9877,1061|1306|304|1307|1189,1061
CodeSearchNet,1062,"Returns `f(x)` if x is in the support, and `default_value` otherwise.

    Given `f` which is defined on the support of ",dense,1.0,1.0,1.0,1.0,2.9877,1062|1227|1191|1189|1102,1062
CodeSearchNet,1063,Processes input args to meet list-like assumptions.,dense,0.0,0.0,0.0,0.0,2.9877,1982|1214|1942|955|713,1063
CodeSearchNet,1064,"Runs one iteration of the Elliptical Slice Sampler.

    Args:
      current_state: `Tensor` or Python `list` of `Tensor",dense,1.0,1.0,1.0,1.0,2.9877,1064|1035|1112|1452|1164,1064
CodeSearchNet,1065,"Visualizes sequences as TensorBoard summaries.

  Args:
    seqs: A tensor of shape [n, t, h, w, c].
    name: String na",dense,1.0,1.0,1.0,1.0,2.9877,1065|1066|1000|1473|1067,1065
CodeSearchNet,1066,"Visualizes the reconstruction of inputs in TensorBoard.

  Args:
    inputs: A tensor of the original inputs, of shape [",dense,1.0,1.0,1.0,1.0,2.9877,1066|1067|1074|1350|1065,1066
CodeSearchNet,1067,"Visualizes a qualitative analysis of a given model.

  Args:
    inputs: A tensor of the original inputs, of shape [batc",dense,1.0,1.0,1.0,1.0,2.9877,1067|1077|1243|951|1066,1067
CodeSearchNet,1068,"Summarize the parameters of a distribution.

  Args:
    dist: A Distribution object with mean and standard deviation
  ",dense,1.0,1.0,1.0,1.0,2.9877,1068|944|946|1046|1053,1068
CodeSearchNet,1069,"Summarize the mean of a tensor in nats and bits per unit.

  Args:
    inputs: A tensor of values measured in nats.
    ",dense,1.0,1.0,1.0,1.0,2.9877,1069|1047|1191|1483|1271,1069
CodeSearchNet,1070,"Runs the model to generate multivariate normal distribution.

    Args:
      inputs: Unused.

    Returns:
      A Mult",dense,1.0,1.0,1.0,1.0,2.9877,1070|1075|1046|1072|1076,1070
CodeSearchNet,1071,"Returns an initial state for the LSTM cell.

    Args:
      sample_batch_shape: A 0D or 1D tensor of the combined sampl",dense,1.0,1.0,1.0,1.0,2.9877,1071|1072|1785|1798|1795,1071
CodeSearchNet,1072,"Runs the model to generate a distribution for a single timestep.

    This generates a batched MultivariateNormalDiag di",dense,1.0,1.0,1.0,1.0,2.9877,1072|1075|1077|1076|1073,1072
CodeSearchNet,1073,"Runs the model to generate a distribution p(x_t | z_t, f).

    Args:
      inputs: A tuple of (z_{1:T}, f), where `z_{1",dense,1.0,1.0,1.0,1.0,2.9877,1073|1076|1077|1075|1078,1073
CodeSearchNet,1074,"Runs the model to generate an intermediate representation of x_t.

    Args:
      inputs: A batch of image sequences `x",dense,1.0,1.0,1.0,1.0,2.9877,1074|1076|1077|1073|1075,1074
CodeSearchNet,1075,"Runs the model to generate a distribution `q(f | x_{1:T})`.

    This generates a list of batched MultivariateNormalDiag",dense,1.0,1.0,1.0,1.0,2.9877,1075|1077|1076|1072|1073,1075
CodeSearchNet,1076,"Runs the model to generate a distribution `q(z_{1:T} | x_{1:T})`.

    Args:
      inputs: A batch of intermediate repre",dense,1.0,1.0,1.0,1.0,2.9877,1076|1077|1075|1073|1072,1076
CodeSearchNet,1077,"Runs the model to generate a distribution `q(z_{1:T} | x_{1:T}, f)`.

    This generates a list of batched MultivariateN",dense,1.0,1.0,1.0,1.0,2.9877,1077|1075|1076|1072|1073,1077
CodeSearchNet,1078,"Generate new sequences.

    Args:
      batch_size: Number of sequences to generate.
      length: Number of timesteps ",dense,1.0,1.0,1.0,1.0,2.9877,1078|1079|1080|1082|1073,1078
CodeSearchNet,1079,"Reconstruct the given input sequences.

    Args:
      inputs: A batch of image sequences `x_{1:T}` of shape
        `[",dense,1.0,1.0,1.0,1.0,2.9877,1079|1078|1080|1077|1082,1079
CodeSearchNet,1080,"Sample the static latent prior.

    Args:
      samples: Number of samples to draw from the latent distribution.
      ",dense,1.0,1.0,1.0,1.0,2.9877,1080|1082|1078|1083|1081,1080
CodeSearchNet,1081,"Sample the static latent posterior.

    Args:
      inputs: A batch of intermediate representations of image frames
   ",dense,0.0,1.0,1.0,0.5,2.9877,1083|1081|1080|1077|1082,1081
CodeSearchNet,1082,"Sample the dynamic latent prior.

    Args:
      samples: Number of samples to draw from the latent distribution.
     ",dense,1.0,1.0,1.0,1.0,2.9877,1082|1080|1078|1083|1376,1082
CodeSearchNet,1083,"Sample the static latent posterior.

    Args:
      inputs: A batch of intermediate representations of image frames
   ",dense,1.0,1.0,1.0,1.0,2.9877,1083|1081|1080|1082|1078,1083
CodeSearchNet,1084,"Static batch shape of models represented by this component.

    Returns:
      batch_shape: A `tf.TensorShape` giving t",dense,1.0,1.0,1.0,1.0,2.9877,1084|1085|1043|1419|1295,1084
CodeSearchNet,1085,"Runtime batch shape of models represented by this component.

    Returns:
      batch_shape: `int` `Tensor` giving the ",dense,1.0,1.0,1.0,1.0,2.9877,1085|1084|1043|1419|1295,1085
CodeSearchNet,1086,"If given an ordered list of parameter values, build a name:value map.

    This is a utility method that allows paramete",dense,1.0,1.0,1.0,1.0,2.9877,1086|1011|989|1689|225,1086
CodeSearchNet,1087,"Instantiate this model as a Distribution over specified `num_timesteps`.

    Args:
      num_timesteps: Python `int` nu",dense,1.0,1.0,1.0,1.0,2.9877,1087|1494|922|1127|921,1087
CodeSearchNet,1088,"Sample from the joint prior over model parameters and trajectories.

    Args:
      num_timesteps: Scalar `int` `Tensor",dense,1.0,1.0,1.0,1.0,2.9877,1088|1376|1082|1080|921,1088
CodeSearchNet,1089,"Build the joint density `log p(params) + log p(y|params)` as a callable.

    Args:
      observed_time_series: Observed",dense,1.0,1.0,1.0,1.0,2.9877,1089|921|1126|922|1049,1089
CodeSearchNet,1090,"Computes the min_event_ndims associated with the give list of bijectors.

  Given a list `bijector_list` of bijectors, c",dense,1.0,1.0,1.0,1.0,2.9877,1090|1356|1324|1431|973,1090
CodeSearchNet,1091,Convert a vector size to a matrix size.,dense,1.0,1.0,1.0,1.0,2.9877,1091|1025|1543|1023|1024,1091
CodeSearchNet,1092,Numpy implementation of `tf.argsort`.,dense,1.0,1.0,1.0,1.0,2.9877,1092|1093|1493|1259|1187,1092
CodeSearchNet,1093,Numpy implementation of `tf.sort`.,dense,1.0,1.0,1.0,1.0,2.9877,1093|1493|1092|1417|1534,1093
CodeSearchNet,1094,"Calculate the batched KL divergence KL(a || b) with a and b Gumbel.

  Args:
    a: instance of a Gumbel distribution ob",dense,0.0,1.0,1.0,0.5,2.9877,1565|1094|971|1145|1477,1094
CodeSearchNet,1095,"Normal distribution function.

  Returns the area under the Gaussian probability density function, integrated
  from min",dense,1.0,1.0,1.0,1.0,2.9877,1095|1097|1102|1096|1576,1095
CodeSearchNet,1096,Implements ndtr core logic.,dense,1.0,1.0,1.0,1.0,2.9877,1096|1098|1095|1097|1099,1096
CodeSearchNet,1097,"The inverse of the CDF of the Normal distribution function.

  Returns x such that the area under the pdf from minus inf",dense,1.0,1.0,1.0,1.0,2.9877,1097|1095|1576|1099|1102,1097
CodeSearchNet,1098,Implements ndtri core logic.,dense,0.0,1.0,1.0,0.5,2.9877,1096|1098|1097|1095|1259,1098
CodeSearchNet,1099,"Log Normal distribution function.

  For details of the Normal distribution function see `ndtr`.

  This function calcul",dense,1.0,1.0,1.0,1.0,2.9877,1099|1100|1095|1096|1097,1099
CodeSearchNet,1100,"Asymptotic expansion version of `Log[cdf(x)]`, appropriate for `x<<-1`.",dense,1.0,1.0,1.0,1.0,2.9877,1100|1099|1103|1549|1110,1100
CodeSearchNet,1101,Calculates the asymptotic series used in log_ndtr.,dense,0.0,1.0,1.0,0.5,2.9877,1100|1101|1099|1421|1096,1101
CodeSearchNet,1102,"The inverse function for erf, the error function.

  Args:
    x: `Tensor` of type `float32`, `float64`.
    name: Pytho",dense,1.0,1.0,1.0,1.0,2.9877,1102|1250|1347|1256|1095,1102
CodeSearchNet,1103,"Log Laplace distribution function.

  This function calculates `Log[L(x)]`, where `L(x)` is the cumulative
  distributio",dense,1.0,1.0,1.0,1.0,2.9877,1103|1567|1329|1095|1576,1103
CodeSearchNet,1104,Joint log probability function.,dense,0.0,1.0,1.0,0.3333333333333333,2.9877,1177|1167|1104|1110|958,1104
CodeSearchNet,1105,Runs HMC on the text-messages unnormalized posterior.,dense,1.0,1.0,1.0,1.0,2.9877,1105|1040|1136|1029|914,1105
CodeSearchNet,1106,"True if the given index_points would yield a univariate marginal.

    Args:
      index_points: the set of index set lo",dense,1.0,1.0,1.0,1.0,2.9877,1106|1107|1108|1615|1621,1106
CodeSearchNet,1107,"Compute the marginal of this GP over function values at `index_points`.

    Args:
      index_points: `float` `Tensor` ",dense,1.0,1.0,1.0,1.0,2.9877,1107|1106|1615|1271|1614,1107
CodeSearchNet,1108,"Return `index_points` if not None, else `self._index_points`.

    Args:
      index_points: if given, this is what is r",dense,1.0,1.0,1.0,1.0,2.9877,1108|1106|1621|1751|1622,1108
CodeSearchNet,1109,"Stable evaluation of `Log[exp{big} - exp{small}]`.

  To work correctly, we should have the pointwise relation:  `small ",dense,1.0,1.0,1.0,1.0,2.9877,1109|1567|1346|1329|1522,1109
CodeSearchNet,1110,Compute log_prob(y) using log survival_function and cdf together.,dense,1.0,1.0,1.0,1.0,2.9877,1110|1177|975|1026|1282,1110
CodeSearchNet,1111,"Creates an stacked IAF bijector.

  This bijector operates on vector-valued events.

  Args:
    total_event_size: Numbe",dense,1.0,1.0,1.0,1.0,2.9877,1111|1523|973|927|1219,1111
CodeSearchNet,1112,"Runs one iteration of NeuTra.

    Args:
      current_state: `Tensor` or Python `list` of `Tensor`s representing the
  ",dense,1.0,1.0,1.0,1.0,2.9877,1112|1035|1452|1425|1434,1112
CodeSearchNet,1113,"Trains the bijector and creates initial `previous_kernel_results`.

    The supplied `state` is only used to determine t",dense,1.0,1.0,1.0,1.0,2.9877,1113|1434|1035|1112|1452,1113
CodeSearchNet,1114,Computes E[log(det(X))] under this Wishart distribution.,dense,1.0,1.0,1.0,1.0,2.9877,1114|1393|1431|1521|1141,1114
CodeSearchNet,1115,"Computes the log normalizing constant, log(Z).",dense,1.0,1.0,1.0,1.0,2.9877,1115|1142|1383|1504|1282,1115
CodeSearchNet,1116,Creates sequence used in multivariate (di)gamma; shape = shape(a)+[p].,dense,1.0,1.0,1.0,1.0,2.9877,1116|1117|1118|1072|945,1116
CodeSearchNet,1117,Computes the log multivariate gamma function; log(Gamma_p(a)).,dense,1.0,1.0,1.0,1.0,2.9877,1117|1216|1116|1623|1282,1117
CodeSearchNet,1118,Computes the multivariate digamma function; Psi_p(a).,dense,1.0,1.0,1.0,1.0,2.9877,1118|1117|1420|1216|1204,1118
CodeSearchNet,1119,Convenience function analogous to tf.squared_difference.,dense,1.0,1.0,1.0,1.0,2.9877,1119|1535|1498|1096|1288,1119
CodeSearchNet,1120,"Enables uniform interface to value and batch jacobian calculation.

  Works in both eager and graph modes.

  Arguments:",dense,1.0,1.0,1.0,1.0,2.9877,1120|1513|1512|1266|1442,1120
CodeSearchNet,1121,"Disables computation of the second derivatives for a tensor.

  NB: you need to apply a non-identity function to the out",dense,1.0,1.0,1.0,1.0,2.9877,1121|1400|956|911|967,1121
CodeSearchNet,1122,"Adds reparameterization (pathwise) gradients to samples of the mixture.

    Implicit reparameterization gradients are
 ",dense,1.0,1.0,1.0,1.0,2.9877,1122|1123|942|1314|943,1122
CodeSearchNet,1123,"Performs distributional transform of the mixture samples.

    Distributional transform removes the parameters from samp",dense,1.0,1.0,1.0,1.0,2.9877,1123|1122|1321|1194|1050,1123
CodeSearchNet,1124,Split a covariance matrix into block-diagonal marginals of given sizes.,dense,1.0,1.0,1.0,1.0,2.9877,1124|1045|1338|985|1543,1124
CodeSearchNet,1125,"Utility method to decompose a joint posterior into components.

  Args:
    model: `tfp.sts.Sum` instance defining an ad",dense,1.0,1.0,1.0,1.0,2.9877,1125|1126|1127|1380|1045,1125
CodeSearchNet,1126,"Decompose an observed time series into contributions from each component.

  This method decomposes a time series accord",dense,1.0,1.0,1.0,1.0,2.9877,1126|921|922|1127|1125,1126
CodeSearchNet,1127,"Decompose a forecast distribution into contributions from each component.

  Args:
    model: An instance of `tfp.sts.Su",dense,1.0,1.0,1.0,1.0,2.9877,1127|922|1494|1126|921,1127
CodeSearchNet,1128,"Converts dense `Tensor` to `SparseTensor`, dropping `ignore_value` cells.

  Args:
    x: A `Tensor`.
    ignore_value: ",dense,1.0,1.0,1.0,1.0,2.9877,1128|967|1236|1361|1284,1128
CodeSearchNet,1129,"Defers an operator overload to `attr`.

  Args:
    attr: Operator attribute to use.

  Returns:
    Function calling op",dense,1.0,1.0,1.0,1.0,2.9877,1129|1188|1189|1190|955,1129
CodeSearchNet,1130,Human-readable representation of a tensor's numpy value.,dense,1.0,1.0,1.0,1.0,2.9877,1130|989|853|1025|1066,1130
