q_idx,query,precision,redundancy,recall@5,mrr,latency_ms,is_checkpoint
368,orthographic projection is a means of representing,0.4,0.228736,1.0,1.0,7.9628,0
369,tyre puncture repair cost,0.0,0.161254,0.0,0.0,7.9628,0
370,who invented the first jet plane,0.4,0.138634,1.0,1.0,7.9628,0
371,what is a lease agreement,0.2,0.135939,1.0,0.25,7.9628,0
372,what unit of wavelength is a de broglie,0.0,0.246475,0.0,0.0,7.9628,0
373,what temperature for pork ribs,0.2,0.142774,1.0,0.2,7.9628,0
374,what is albumin in urine,0.2,0.292277,1.0,0.2,7.9628,0
375,salary ranges for nurses,0.2,0.14159,1.0,0.2,7.9628,0
376,is contractor cost wages,0.0,0.125146,0.0,0.0,7.9628,0
377,what is smallest particle size a human eye can see,0.2,0.183714,1.0,0.5,7.9628,0
378,what is the going salary for market risk analyst,0.2,0.122948,1.0,0.5,7.9628,0
379,did prince have children,0.2,0.13262,1.0,1.0,7.9628,0
380,what are the differences between chromosome chromatid and chromatin,0.2,0.205612,1.0,0.5,7.9628,0
381,temperature required to stain a deck,0.4,0.174718,1.0,0.5,7.9628,0
382,what kind of diversity is in grassland,0.0,0.136997,0.0,0.0,7.9628,0
383,requirements to be a forensic toxicologist,0.2,0.130148,1.0,1.0,7.9628,0
384,what is scorpion fish adaptations,0.2,0.139361,1.0,1.0,7.9628,0
385,what is a nether crystal,0.2,0.178608,1.0,0.25,7.9628,0
386,what property do solids and liquids share,0.2,0.224361,1.0,0.333333,7.9628,0
387,how long does it take to qualify for a home loan,0.0,0.217778,0.0,0.0,7.9628,0
388,what does rose quartz known for,0.0,0.222854,0.0,0.0,7.9628,0
389,what caused the great chinese famine,0.2,0.199285,1.0,0.5,7.9628,0
390,what does the name refugio mean?,0.4,0.158047,1.0,1.0,7.9628,0
391,cost of radon mitigation on a slab foundation,0.2,0.134959,1.0,1.0,7.9628,0
392,is dubai a desert,0.2,0.117996,1.0,1.0,7.9628,0
393,how long does it take to receive a insurance check,0.2,0.161334,1.0,0.5,7.9628,0
394,what is saturn second largest moon,0.0,0.168666,0.0,0.0,7.9628,0
395,what does sacramento republic fc mean,0.2,0.167036,1.0,1.0,7.9628,0
396,tablet android how to close application,0.2,0.190439,1.0,0.333333,7.9628,0
397,is wollemi a town,0.2,0.091028,1.0,1.0,7.9628,0
398,what is a habitat of a wolf,0.0,0.132033,0.0,0.0,7.9628,0
399,is barcelona vs atletico madrid on tv,0.2,0.089416,1.0,1.0,7.9628,0
400,best tablet to reduce fever,0.2,0.160465,1.0,1.0,7.9628,1
401,what temperature to cook roast lamb,0.0,0.134608,0.0,0.0,7.9628,0
402,where is catalina island,0.2,0.144745,1.0,1.0,7.9628,0
403,when to claim parent as dependent,0.2,0.212,1.0,1.0,7.9628,0
404,at what age can a fetus survive,0.0,0.165004,0.0,0.0,7.9628,0
405,should i wear a pad for discharge,0.2,0.141622,1.0,0.333333,7.9628,0
406,meaning of name arman,0.2,0.145255,1.0,1.0,7.9628,0
407,what does the peripheral nervous system do,0.0,0.269927,0.0,0.0,7.9628,0
408,how can you tell if there is a problem with your transmission,0.2,0.137359,1.0,0.2,7.9628,0
409,what is there to do in penzance,0.2,0.135396,1.0,0.25,7.9628,0
410,cost of professional cleaning services,0.2,0.129606,1.0,1.0,7.9628,0
411,warning signs of someone contemplating suicide,0.2,0.164027,1.0,0.333333,7.9628,0
412,what causes an upper respiratory infection,0.2,0.193446,1.0,0.2,7.9628,0
413,what is jati,0.2,0.507185,1.0,0.5,7.9628,0
414,tv character who sang the opening theme song,0.2,0.120075,1.0,1.0,7.9628,0
415,what is a retail buyer,0.2,0.212957,1.0,0.5,7.9628,0
416,how much does a pilot earn,0.2,0.103406,1.0,1.0,7.9628,0
417,what ligaments and cartilage are in middle of chest,0.2,0.111817,1.0,1.0,7.9628,0
418,what are the three types of vertebrae,0.4,0.2254,1.0,1.0,7.9628,0
419,what is physiology mean,0.2,0.140507,1.0,0.25,7.9628,0
420,what is the average pay for police officers vs the army,0.2,0.125379,1.0,0.25,7.9628,0
421,is a class a misdemeanor deportable offense to a residence,0.2,0.22578,1.0,1.0,7.9628,0
422,shedding tissues (carbuncles) in eye,0.0,0.209554,0.0,0.0,7.9628,0
423,what does algaecide do,0.2,0.26661,1.0,0.5,7.9628,0
424,sign and symptoms of pneumonia caused by bacillus subtilis,0.0,0.15947,0.0,0.0,7.9628,0
425,what is myasthenia gravis treatment,0.2,0.198439,1.0,0.5,7.9628,0
426,what kind of gravel is bad for a fish tank,0.2,0.148515,1.0,0.5,7.9628,0
427,what is south china tiger habitat location,0.2,0.162127,1.0,1.0,7.9628,0
428,how they verify overseas education,0.2,0.236896,1.0,0.5,7.9628,0
429,famous actors born in alaska,0.0,0.1681,0.0,0.0,7.9628,0
430,platelet count normal range,0.2,0.215597,1.0,0.5,7.9628,0
431,why is brassica rapa a good model organism,0.2,0.462504,1.0,0.333333,7.9628,0
432,what diseases can skin rashes,0.0,0.176323,0.0,0.0,7.9628,0
433,what is oleoresin,0.2,0.089708,1.0,0.2,7.9628,0
434,pharmacist salary in oregon,0.4,0.160021,1.0,1.0,7.9628,0
435,price for chaco canyon entrance fee,0.0,0.182444,0.0,0.0,7.9628,0
436,who is jake mason,0.2,0.184924,1.0,0.2,7.9628,0
437,what age is recommended for a baby to fly,0.2,0.119995,1.0,0.25,7.9628,0
438,will a credit limit increase decline hurt your credit,0.0,0.199947,0.0,0.0,7.9628,0
439,how long should i steam crab legs,0.2,0.204071,1.0,1.0,7.9628,0
440,what factors could cause false positive for blood ethanol test,0.2,0.136052,1.0,1.0,7.9628,0
441,kilaya name meaning,0.0,0.130516,0.0,0.0,7.9628,0
442,what type of government did the bolsheviks established,0.2,0.125502,1.0,0.25,7.9628,0
443,who is the director of ncis,0.2,0.111508,1.0,0.333333,7.9628,0
444,average nurse salary singapore,0.2,0.241146,1.0,1.0,7.9628,0
445,what is a shanty town,0.4,0.14919,1.0,0.5,7.9628,0
446,what is chain hotel,0.2,0.159353,1.0,1.0,7.9628,0
447,assistant professor salary in turkey,0.2,0.207153,1.0,1.0,7.9628,0
448,what type of government does djibouti have,0.2,0.217023,1.0,1.0,7.9628,0
449,what age can westies leave their mothers,0.2,0.187094,1.0,0.25,7.9628,0
450,what is polycythemia,0.2,0.287637,1.0,0.333333,7.9628,0
451,how long does it take a guinea egg to hatch,0.2,0.236594,1.0,1.0,7.9628,0
452,html stop underline button text,0.2,0.113506,1.0,0.5,7.9628,0
453,average price of hernia surgery in chicago,0.2,0.181167,1.0,1.0,7.9628,0
454,neutrophil normal range,0.2,0.244885,1.0,0.2,7.9628,0
455,limit of aspirin dose for antiplatelet therapy,0.2,0.097962,1.0,1.0,7.9628,0
456,what is ferroelectric material,0.0,0.177443,0.0,0.0,7.9628,0
457,what creates earthquakes,0.4,0.135378,1.0,0.25,7.9628,0
458,how much does it cost to build house,0.2,0.184522,1.0,0.5,7.9628,0
459,bad gasoline how to clean carburetor,0.2,0.224125,1.0,0.5,7.9628,0
460,what is the main function of the superior vena cava,0.2,0.269008,1.0,0.333333,7.9628,0
461,how much to pay for drywall work,0.0,0.131137,0.0,0.0,7.9628,0
462,lyme disease what determines geographical region,0.2,0.132766,1.0,0.5,7.9628,0
463,how much does it cost for varicose vein removal,0.2,0.345508,1.0,1.0,7.9628,0
464,what is chromatography,0.2,0.121958,1.0,0.5,7.9628,0
465,how fast do pandas run,0.2,0.176296,1.0,1.0,7.9628,0
466,two basic tissues of which the skin is composed are,0.2,0.36375,1.0,0.25,7.9628,0
467,jackie chan net worth,0.2,0.19944,1.0,0.2,7.9628,0
468,swamp definition,0.2,0.086609,1.0,1.0,7.9628,0
469,process procedure definition,0.2,0.17206,1.0,1.0,7.9628,0
470,what is a compound noun in english,0.2,0.14326,1.0,1.0,7.9628,0
471,how long does it take for a baby to be fully developed,0.2,0.10802,1.0,1.0,7.9628,0
472,how much does a afghan hound cost,0.2,0.10519,1.0,0.5,7.9628,0
473,how much does it cost to rebook a skills test,0.2,0.10438,1.0,0.2,7.9628,0
474,calories in a rasgulla,0.2,0.108837,1.0,1.0,7.9628,0
475,what is the average temperature in pei in july,0.2,0.093211,1.0,1.0,7.9628,0
476,what does it mean dysbacteriosis,0.2,0.10348,1.0,1.0,7.9628,0
477,cost to replace check valve on well pump,0.0,0.190264,0.0,0.0,7.9628,0
478,what is speed of an object,0.2,0.223931,1.0,0.2,7.9628,0
479,how long can you keep hard boiled eggs in the fridge before they go bad,0.2,0.179515,1.0,0.25,7.9628,0
480,what is a patent attorney,0.2,0.254937,1.0,0.5,7.9628,0
481,what is pregnyl used for,0.2,0.152031,1.0,0.333333,7.9628,0
482,what is habu sake,0.2,0.164476,1.0,0.2,7.9628,0
483,does transcription require dna polymerase,0.2,0.152942,1.0,0.5,7.9628,0
484,barite is in what mineral group,0.0,0.211554,0.0,0.0,7.9628,0
485,tiny house can i convert a modular home,0.2,0.131526,1.0,0.333333,7.9628,0
486,texas When does the legislature meet?,0.2,0.290939,1.0,0.333333,7.9628,0
487,what is public health model,0.2,0.269434,1.0,0.2,7.9628,0
488,what is the alaskan delta mountain range,0.2,0.271395,1.0,0.333333,7.9628,0
489,What are the symptoms and causes of conjunctivitis,0.2,0.171486,1.0,0.2,7.9628,0
490,what does viral infection means,0.2,0.149112,1.0,0.333333,7.9628,0
491,why is genetic engineering bad for humans,0.2,0.1732,1.0,0.5,7.9628,0
492,"what are NK cells, scientific name",0.2,0.348516,1.0,0.5,7.9628,0
493,are scissor jacks dangerous,0.2,0.149675,1.0,1.0,7.9628,0
494,what does the name colleen mean,0.2,0.126736,1.0,1.0,7.9628,0
495,what is echocardiogram test,0.2,0.194836,1.0,0.333333,7.9628,0
496,where does king salmon live,0.2,0.125222,1.0,0.333333,7.9628,0
497,what is the kaaba and where is it located,0.2,0.135281,1.0,1.0,7.9628,0
498,how long should lambs nurse till weaned,0.2,0.279944,1.0,0.25,7.9628,0
499,why is msg unhealthy,0.2,0.138921,1.0,0.25,7.9628,1
